sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T07:44:13+00:00,1775375053.0,0.0,0,servergm,-8.972e-06,-8.972,3.9e-05,39.0,low,run01
1,2026-04-05T07:45:15+00:00,1775375115.0,62.0,62,servergm,-1.4999999999999999e-05,-14.999999999999998,3.9e-05,39.0,low,run01
2,2026-04-05T07:46:16+00:00,1775375176.0,123.0,123,servergm,-2.1e-05,-21.0,3.9e-05,39.0,low,run01
3,2026-04-05T07:47:18+00:00,1775375238.0,185.0,185,servergm,-2.8e-05,-28.0,3.9e-05,39.0,low,run01
4,2026-04-05T07:48:19+00:00,1775375299.0,246.0,246,servergm,-3.4e-05,-34.0,3.9e-05,39.0,low,run01
5,2026-04-05T07:49:21+00:00,1775375361.0,308.0,308,servergm,-3.9999999999999996e-05,-40.0,3.9e-05,39.0,low,run01
6,2026-04-05T07:50:22+00:00,1775375422.0,369.0,369,servergm,-4.6e-05,-46.0,3.9e-05,39.0,low,run01
7,2026-04-05T07:51:24+00:00,1775375484.0,431.0,431,servergm,-5.3e-05,-53.0,3.9e-05,39.0,low,run01
8,2026-04-05T07:52:25+00:00,1775375545.0,492.0,492,servergm,2.51e-07,0.251,5.2e-05,52.0,low,run01
9,2026-04-05T07:53:27+00:00,1775375607.0,554.0,554,servergm,2.2e-05,22.0,5.2e-05,52.0,low,run01
