sample_idx,n_runs,mean,std,ci95_low,ci95_high,q10,q25,q50,q75,q90,min,max
0,15.0,-3.719,13.089720012284447,-10.968566268815673,3.5305662688156727,-1.5282,-0.47,-0.16,-0.034,0.0013999999999999991,-51.0,0.005
1,15.0,-1.7434000000000003,4.427616704923122,-4.195576263902653,0.708776263902652,-3.6997999999999998,-0.748,-0.161,-0.0025,0.0056,-17.0,0.031
2,15.0,-2.3637333333333337,4.149051431466279,-4.661629948150987,-0.06583671851568118,-7.4788,-2.359,-0.322,-0.030500000000000003,-0.0038000000000000013,-14.0,-0.002
3,15.0,-15.102866666666669,27.614987240023606,-30.39705781981354,0.19132448648019995,-54.0,-8.577,-2.199,-0.2915,-0.027000000000000014,-90.99999999999999,0.005
4,15.0,-12.193133333333332,25.688995436808753,-26.420639698914215,2.034373032247551,-44.39999999999999,-5.988,-1.226,-0.14450000000000002,-0.047000000000000014,-84.0,0.006000000000000001
5,15.0,-11.00126666666667,23.68281431896697,-24.11767646582814,2.1151431324948007,-44.673199999999994,-5.6885,-1.585,-0.045,-0.013000000000000012,-69.0,0.005
6,15.0,-0.9014666666666666,1.5296069927863671,-1.7486190311971397,-0.05431430213619348,-2.1606,-1.2445000000000002,-0.254,-0.006500000000000001,0.13919999999999993,-5.619000000000001,0.313
7,15.0,-6.382199999999999,20.72011314503029,-17.857757399339704,5.093357399339705,-5.1164,-1.374,-0.48400000000000004,-0.10850000000000001,-0.016400000000000012,-80.99999999999999,0.023
8,15.0,-6.050466666666667,10.79293616125623,-12.027989933985868,-0.07294339934746485,-19.8,-4.1765,-0.687,-0.25250000000000006,-0.047800000000000016,-37.0,-0.0030000000000000005
9,15.0,-5.143066666666667,10.267307641710351,-10.829477612129391,0.5433442787960576,-9.6416,-5.871500000000001,-0.351,-0.0805,-0.012400000000000007,-40.0,-0.0
10,15.0,-3.733866666666667,7.521574264043652,-7.8995899229188495,0.43185658958551487,-14.285199999999998,-2.368,-0.5800000000000001,-0.094,-0.005600000000000002,-23.0,0.084
11,15.0,-8.624933333333333,18.350534229150878,-18.788131158615336,1.53826449194867,-16.0,-10.532999999999998,-0.33,-0.086,-0.0024000000000000007,-70.99999999999999,0.043000000000000003
12,15.0,-6.404533333333334,11.124982066545204,-12.565955782027096,-0.24311088463957198,-19.799999999999997,-5.311,-1.056,-0.31200000000000006,-0.049800000000000025,-39.0,0.03900000000000001
13,15.0,-7.127999999999999,18.643240310785945,-17.453309171751396,3.197309171751397,-17.4,-0.8465,-0.267,-0.042,-0.0016000000000000014,-70.99999999999999,-0.0
14,15.0,-6.837000000000001,13.822909250329943,-14.492633317141,0.8186333171409972,-19.4,-7.013,-0.399,-0.037000000000000005,-0.01480000000000001,-49.99999999999999,0.9910000000000001
15,15.0,-4.322466666666667,10.971201496038011,-10.398719804198546,1.7537864708652124,-17.599999999999998,-4.2490000000000006,-0.11900000000000001,-0.014000000000000002,-0.0052000000000000015,-34.0,13.0
16,15.0,-1.5965999999999998,2.372250251795299,-2.9104390577082544,-0.282760942291745,-4.543400000000001,-2.5810000000000004,-0.486,-0.016,-0.010400000000000001,-7.7589999999999995,0.028000000000000004
17,15.0,-0.9281333333333334,1.893466807837136,-1.9768045874423472,0.12053792077568037,-2.1346,-0.782,-0.21800000000000003,-0.013000000000000001,-0.007000000000000002,-7.2410000000000005,-0.0030000000000000005
18,15.0,-1.1566,3.310725488037759,-2.9902010091019564,0.6770010091019565,-1.2788000000000002,-0.7770000000000001,-0.10300000000000001,-0.0075000000000000015,0.07179999999999997,-13.0,0.154
19,15.0,-3.6786666666666665,5.651400972536009,-6.808619471126914,-0.5487138622064189,-11.799999999999999,-4.596,-0.48500000000000004,-0.07650000000000001,0.02539999999999999,-18.0,0.14600000000000002
