sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T08:49:35+00:00,1775378975.0,0.0,0,0.000443515,443.515,0.000469883,469.883,low,run06
1,2026-04-05T08:50:37+00:00,1775379037.0,62.0,62,-1.526e-06,-1.526,0.001624212,1624.212,low,run06
2,2026-04-05T08:51:38+00:00,1775379098.0,123.0,123,0.00035424,354.24,0.001713481,1713.481,low,run06
3,2026-04-05T08:52:40+00:00,1775379160.0,185.0,185,0.000280849,280.849,0.001451216,1451.216,low,run06
4,2026-04-05T08:53:41+00:00,1775379221.0,246.0,246,-1.0181e-05,-10.181,0.002479833,2479.833,low,run06
5,2026-04-05T08:54:44+00:00,1775379284.0,309.0,309,0.000174442,174.442,0.000333232,333.23199999999997,low,run06
6,2026-04-05T08:55:47+00:00,1775379347.0,372.0,372,0.000664594,664.594,0.001196329,1196.3290000000002,low,run06
7,2026-04-05T08:56:50+00:00,1775379410.0,435.0,435,-7.509e-06,-7.5089999999999995,0.001987554,1987.5539999999999,low,run06
8,2026-04-05T08:57:53+00:00,1775379473.0,498.0,498,-5.59e-06,-5.59,0.001933802,1933.8020000000001,low,run06
9,2026-04-05T08:58:57+00:00,1775379537.0,562.0,562,0.000424885,424.885,0.00163212,1632.12,low,run06
