sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T08:49:35+00:00,1775378975.0,0.0,0,servergm,5.6999999999999996e-05,56.99999999999999,0.000179,179.0,low,run06
1,2026-04-05T08:50:37+00:00,1775379037.0,62.0,62,servergm,1.8e-05,18.0,0.000298,298.0,low,run06
2,2026-04-05T08:51:38+00:00,1775379098.0,123.0,123,servergm,3.9e-05,39.0,0.00095,950.0,low,run06
3,2026-04-05T08:52:40+00:00,1775379160.0,185.0,185,servergm,0.00014,140.0,0.0007239999999999999,723.9999999999999,low,run06
4,2026-04-05T08:53:41+00:00,1775379221.0,246.0,246,servergm,8.442e-06,8.442,0.001045,1045.0,low,run06
5,2026-04-05T08:54:44+00:00,1775379284.0,309.0,309,servergm,4.6e-05,46.0,0.0005459999999999999,545.9999999999999,low,run06
6,2026-04-05T08:55:47+00:00,1775379347.0,372.0,372,servergm,9.3e-05,93.0,0.0007639999999999999,763.9999999999999,low,run06
7,2026-04-05T08:56:50+00:00,1775379410.0,435.0,435,servergm,2.9999999999999997e-05,29.999999999999996,0.001016,1016.0,low,run06
8,2026-04-05T08:57:53+00:00,1775379473.0,498.0,498,servergm,0.000122,122.0,0.000683,683.0,low,run06
9,2026-04-05T08:58:57+00:00,1775379537.0,562.0,562,servergm,0.000204,204.0,0.000833,833.0,low,run06
