sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T10:34:37+00:00,1775385277.0,0.0,0,1.89e-07,0.189,-0.000149337,-149.33700000000002,low,run14
1,2026-04-05T10:35:38+00:00,1775385338.0,61.0,61,1.84e-07,0.184,-0.000149337,-149.33700000000002,low,run14
2,2026-04-05T10:36:40+00:00,1775385400.0,123.0,123,1.78e-07,0.17800000000000002,-0.000149337,-149.33700000000002,low,run14
3,2026-04-05T10:37:41+00:00,1775385461.0,184.0,184,-0.000152623,-152.62300000000002,-0.000184463,-184.463,low,run14
4,2026-04-05T10:38:43+00:00,1775385523.0,246.0,246,-6.3972e-05,-63.972,4.759e-05,47.589999999999996,low,run14
5,2026-04-05T10:39:45+00:00,1775385585.0,308.0,308,-5.2498e-05,-52.498,4.759e-05,47.589999999999996,low,run14
6,2026-04-05T10:40:46+00:00,1775385646.0,369.0,369,-4.1028e-05,-41.028,4.759e-05,47.589999999999996,low,run14
7,2026-04-05T10:41:48+00:00,1775385708.0,431.0,431,-2.956e-05,-29.560000000000002,4.759e-05,47.589999999999996,low,run14
8,2026-04-05T10:42:49+00:00,1775385769.0,492.0,492,-1.8089e-05,-18.089,4.759e-05,47.589999999999996,low,run14
9,2026-04-05T10:43:51+00:00,1775385831.0,554.0,554,-6.616e-06,-6.616,4.759e-05,47.589999999999996,low,run14
