sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T13:25:04+00:00,1775395504.0,0.0,0,servergm,-1.8999999999999998e-05,-18.999999999999996,0.000137,137.0,medium,run12
1,2026-04-05T13:26:06+00:00,1775395566.0,62.0,62,servergm,-3.4e-05,-34.0,0.000137,137.0,medium,run12
2,2026-04-05T13:27:07+00:00,1775395627.0,123.0,123,servergm,-4.8e-05,-48.0,0.000137,137.0,medium,run12
3,2026-04-05T13:28:08+00:00,1775395688.0,184.0,184,servergm,-9.8e-08,-0.098,0.000136,136.0,medium,run12
4,2026-04-05T13:29:10+00:00,1775395750.0,246.0,246,servergm,-1.2500000000000002e-07,-0.12500000000000003,0.000126,126.0,medium,run12
5,2026-04-05T13:30:11+00:00,1775395811.0,307.0,307,servergm,-1.28e-07,-0.128,0.000135,135.0,medium,run12
6,2026-04-05T13:31:13+00:00,1775395873.0,369.0,369,servergm,-5.01e-07,-0.501,0.000135,135.0,medium,run12
7,2026-04-05T13:32:15+00:00,1775395935.0,431.0,431,servergm,-5.5e-08,-0.055,0.000133,133.0,medium,run12
8,2026-04-05T13:33:16+00:00,1775395996.0,492.0,492,servergm,-1.42e-07,-0.142,0.000133,133.0,medium,run12
9,2026-04-05T13:34:17+00:00,1775396057.0,553.0,553,servergm,-2.28e-07,-0.228,0.000133,133.0,medium,run12
