sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T10:48:11+00:00,1775386091.0,0.0,0,2.8e-08,0.028,-3.1224e-05,-31.223999999999997,low,run15
1,2026-04-05T10:49:13+00:00,1775386153.0,62.0,62,2.7e-08,0.027,-3.1224e-05,-31.223999999999997,low,run15
2,2026-04-05T10:50:14+00:00,1775386214.0,123.0,123,2.6e-08,0.026000000000000002,-3.1224e-05,-31.223999999999997,low,run15
3,2026-04-05T10:51:16+00:00,1775386276.0,185.0,185,-0.000364925,-364.925,-0.000380122,-380.122,low,run15
4,2026-04-05T10:52:17+00:00,1775386337.0,246.0,246,-0.000265488,-265.488,-0.000380122,-380.122,low,run15
5,2026-04-05T10:53:19+00:00,1775386399.0,308.0,308,-0.000166041,-166.041,-0.000380122,-380.122,low,run15
6,2026-04-05T10:54:20+00:00,1775386460.0,369.0,369,-6.6625e-05,-66.625,-0.000380122,-380.122,low,run15
7,2026-04-05T10:55:22+00:00,1775386522.0,431.0,431,-7.3337e-05,-73.337,-5.0948e-05,-50.948,low,run15
8,2026-04-05T10:56:23+00:00,1775386583.0,492.0,492,-6.6468e-05,-66.468,-5.0948e-05,-50.948,low,run15
9,2026-04-05T10:57:25+00:00,1775386645.0,554.0,554,-5.9599e-05,-59.599000000000004,-5.0948e-05,-50.948,low,run15
