sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T10:48:11+00:00,1775386091.0,0.0,0,servergm,-9.724e-06,-9.724,0.000104,104.0,low,run15
1,2026-04-05T10:49:13+00:00,1775386153.0,62.0,62,servergm,-1.7e-05,-17.0,0.000104,104.0,low,run15
2,2026-04-05T10:50:14+00:00,1775386214.0,123.0,123,servergm,-2.4e-05,-24.0,0.000104,104.0,low,run15
3,2026-04-05T10:51:16+00:00,1775386276.0,185.0,185,servergm,-1.1740000000000001e-06,-1.1740000000000002,0.000107,107.0,low,run15
4,2026-04-05T10:52:17+00:00,1775386337.0,246.0,246,servergm,-8.31e-06,-8.31,0.000107,107.0,low,run15
5,2026-04-05T10:53:19+00:00,1775386399.0,308.0,308,servergm,-1.4999999999999999e-05,-14.999999999999998,0.000107,107.0,low,run15
6,2026-04-05T10:54:20+00:00,1775386460.0,369.0,369,servergm,-2.3e-05,-23.0,0.000107,107.0,low,run15
7,2026-04-05T10:55:22+00:00,1775386522.0,431.0,431,servergm,-2.4000000000000003e-07,-0.24000000000000002,0.000106,106.0,low,run15
8,2026-04-05T10:56:23+00:00,1775386583.0,492.0,492,servergm,-6.36e-07,-0.636,0.000106,106.0,low,run15
9,2026-04-05T10:57:25+00:00,1775386645.0,554.0,554,servergm,-1.0310000000000002e-06,-1.0310000000000001,0.000106,106.0,low,run15
