t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
7597.065,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[7597.065]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,low,run09,boundary
7597.065,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[7597.065]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,low,run09,boundary
7597.065,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[7597.065]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,low,run09,boundary
7601.448,new_foreign_master,1.0,,,02cbeb.fffe.614845-1,ptp4l[7601.448]: port 1: new foreign master 02cbeb.fffe.614845-1,4.38300000000072,4,3,low,run09,boundary
7603.312,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[7603.312]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.247000000000298,6,4,low,run09,boundary
7604.224,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[7604.224]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.15900000000056,7,5,low,run09,boundary
7605.45,best_master,,,,02cbeb.fffe.614845,ptp4l[7605.450]: selected best master clock 02cbeb.fffe.614845,8.385000000000218,8,6,low,run09,boundary
7605.45,ptp_timescale_mismatch,,,,,ptp4l[7605.450]: foreign master not using PTP timescale,8.385000000000218,8,7,low,run09,boundary
7605.451,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[7605.451]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,8.386000000000422,8,8,low,run09,boundary
7624.466,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[7624.466]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,27.40100000000075,27,9,low,run09,boundary
