t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
7607.452,-106097,0,1900000,574402,ptp4l[7607.452]: master offset    -106097 s0 freq +1900000 path delay    574402,0.0,0,0,low,run09,boundary
7608.454,319188,0,1900000,574402,ptp4l[7608.454]: master offset     319188 s0 freq +1900000 path delay    574402,1.001999999999498,1,1,low,run09,boundary
7609.455,1617472,0,1900000,671570,ptp4l[7609.455]: master offset    1617472 s0 freq +1900000 path delay    671570,2.0029999999997017,2,2,low,run09,boundary
7610.456,-177667,0,1900000,768739,ptp4l[7610.456]: master offset    -177667 s0 freq +1900000 path delay    768739,3.0039999999999054,3,3,low,run09,boundary
7611.455,-389934,0,1900000,690118,ptp4l[7611.455]: master offset    -389934 s0 freq +1900000 path delay    690118,4.002999999999702,4,4,low,run09,boundary
7612.457,-92585,0,1900000,687533,ptp4l[7612.457]: master offset     -92585 s0 freq +1900000 path delay    687533,5.005000000000109,5,5,low,run09,boundary
7613.456,-450838,0,1900000,684949,ptp4l[7613.456]: master offset    -450838 s0 freq +1900000 path delay    684949,6.003999999999905,6,6,low,run09,boundary
7614.457,-67510,0,1900000,646368,ptp4l[7614.457]: master offset     -67510 s0 freq +1900000 path delay    646368,7.005000000000109,7,7,low,run09,boundary
7615.457,-243886,0,1900000,646368,ptp4l[7615.457]: master offset    -243886 s0 freq +1900000 path delay    646368,8.00500000000011,8,8,low,run09,boundary
7616.458,-7837,0,1900000,607788,ptp4l[7616.458]: master offset      -7837 s0 freq +1900000 path delay    607788,9.005999999999403,9,9,low,run09,boundary
7617.459,501051,0,1900000,646368,ptp4l[7617.459]: master offset     501051 s0 freq +1900000 path delay    646368,10.006999999999607,10,10,low,run09,boundary
7618.46,-166599,0,1900000,646368,ptp4l[7618.460]: master offset    -166599 s0 freq +1900000 path delay    646368,11.00799999999981,11,11,low,run09,boundary
7619.461,1744108,0,1900000,593208,ptp4l[7619.461]: master offset    1744108 s0 freq +1900000 path delay    593208,12.009000000000015,12,12,low,run09,boundary
7620.462,132511,0,1900000,593208,ptp4l[7620.462]: master offset     132511 s0 freq +1900000 path delay    593208,13.010000000000218,13,13,low,run09,boundary
7621.461,-329948,0,1900000,603786,ptp4l[7621.461]: master offset    -329948 s0 freq +1900000 path delay    603786,14.009000000000015,14,14,low,run09,boundary
7622.464,8546,0,1900000,603786,ptp4l[7622.464]: master offset       8546 s0 freq +1900000 path delay    603786,15.011999999999716,15,15,low,run09,boundary
7623.462,-490211,1,1876055,645868,ptp4l[7623.462]: master offset    -490211 s1 freq +1876055 path delay    645868,16.01000000000022,16,16,low,run09,boundary
7624.465,-20128,2,1874022,645868,ptp4l[7624.465]: master offset     -20128 s2 freq +1874022 path delay    645868,17.01299999999992,17,17,low,run09,boundary
7625.465,-347726,2,1840914,645868,ptp4l[7625.465]: master offset    -347726 s2 freq +1840914 path delay    645868,18.01299999999992,18,18,low,run09,boundary
7626.466,-279943,2,1847412,645868,ptp4l[7626.466]: master offset    -279943 s2 freq +1847412 path delay    645868,19.014000000000124,19,19,low,run09,boundary
7627.466,-358080,2,1839241,645868,ptp4l[7627.466]: master offset    -358080 s2 freq +1839241 path delay    645868,20.014000000000124,20,20,low,run09,boundary
7628.468,411595,2,1916620,770354,ptp4l[7628.468]: master offset     411595 s2 freq +1916620 path delay    770354,21.01599999999962,21,21,low,run09,boundary
7629.467,-497824,2,1825180,770354,ptp4l[7629.467]: master offset    -497824 s2 freq +1825180 path delay    770354,22.014999999999418,22,22,low,run09,boundary
7630.469,-193143,2,1855455,645868,ptp4l[7630.469]: master offset    -193143 s2 freq +1855455 path delay    645868,23.016999999999825,23,23,low,run09,boundary
7631.47,1255436,2,2001568,620210,ptp4l[7631.470]: master offset    1255436 s2 freq +2001568 path delay    620210,24.01800000000003,24,24,low,run09,boundary
7632.471,13681,2,1877407,620210,ptp4l[7632.471]: master offset      13681 s2 freq +1877407 path delay    620210,25.018999999999323,25,25,low,run09,boundary
7633.47,-466625,2,1828909,620210,ptp4l[7633.470]: master offset    -466625 s2 freq +1828909 path delay    620210,26.01800000000003,26,26,low,run09,boundary
7634.472,93422,2,1885007,510649,ptp4l[7634.472]: master offset      93422 s2 freq +1885007 path delay    510649,27.019999999999527,27,27,low,run09,boundary
7635.471,-252598,2,1850153,510649,ptp4l[7635.471]: master offset    -252598 s2 freq +1850153 path delay    510649,28.018999999999323,28,28,low,run09,boundary
7636.477,57800,2,1881250,384728,ptp4l[7636.477]: master offset      57800 s2 freq +1881250 path delay    384728,29.024999999999636,29,29,low,run09,boundary
7637.478,12684,2,1876751,384728,ptp4l[7637.478]: master offset      12684 s2 freq +1876751 path delay    384728,30.02599999999984,30,30,low,run09,boundary
7638.478,220962,2,1897800,384728,ptp4l[7638.478]: master offset     220962 s2 freq +1897800 path delay    384728,31.02599999999984,31,31,low,run09,boundary
7639.484,2613582,2,2139676,395082,ptp4l[7639.484]: master offset    2613582 s2 freq +2139676 path delay    395082,32.03200000000015,32,32,low,run09,boundary
7640.483,321764,2,1910816,395082,ptp4l[7640.483]: master offset     321764 s2 freq +1910816 path delay    395082,33.03099999999995,33,33,low,run09,boundary
7641.483,86835,2,1887410,395082,ptp4l[7641.483]: master offset      86835 s2 freq +1887410 path delay    395082,34.03099999999995,34,34,low,run09,boundary
7642.485,328639,2,1911919,490180,ptp4l[7642.485]: master offset     328639 s2 freq +1911919 path delay    490180,35.03299999999945,35,35,low,run09,boundary
7643.485,-86340,2,1870335,550133,ptp4l[7643.485]: master offset     -86340 s2 freq +1870335 path delay    550133,36.03299999999945,36,36,low,run09,boundary
7644.486,221247,2,1901314,550133,ptp4l[7644.486]: master offset     221247 s2 freq +1901314 path delay    550133,37.03399999999965,37,37,low,run09,boundary
7645.486,-278952,2,1851016,553274,ptp4l[7645.486]: master offset    -278952 s2 freq +1851016 path delay    553274,38.03399999999965,38,38,low,run09,boundary
7646.487,19658,2,1880896,553274,ptp4l[7646.487]: master offset      19658 s2 freq +1880896 path delay    553274,39.034999999999854,39,39,low,run09,boundary
7647.487,-108130,2,1868009,550133,ptp4l[7647.487]: master offset    -108130 s2 freq +1868009 path delay    550133,40.034999999999854,40,40,low,run09,boundary
