sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T20:19:13+00:00,1775420353.0,0.0,0,6.7e-07,0.67,-0.00026674,-266.74,low,run08
1,2026-04-05T20:20:14+00:00,1775420414.0,61.0,61,-6.4856e-05,-64.85600000000001,-5.1668e-05,-51.668,low,run08
2,2026-04-05T20:21:16+00:00,1775420476.0,123.0,123,-0.000102287,-102.287,-0.000122456,-122.456,low,run08
3,2026-04-05T20:22:17+00:00,1775420537.0,184.0,184,-0.000100258,-100.258,-0.00010609,-106.08999999999999,low,run08
4,2026-04-05T20:23:19+00:00,1775420599.0,246.0,246,-0.000109428,-109.428,-0.000123962,-123.962,low,run08
5,2026-04-05T20:24:20+00:00,1775420660.0,307.0,307,6.02e-07,0.602,-0.000247196,-247.19599999999997,low,run08
6,2026-04-05T20:25:22+00:00,1775420722.0,369.0,369,8.249e-06,8.249,-1.3609e-05,-13.609,low,run08
7,2026-04-05T20:26:23+00:00,1775420783.0,430.0,430,1.02e-07,0.102,-8.5138e-05,-85.13799999999999,low,run08
8,2026-04-05T20:27:25+00:00,1775420845.0,492.0,492,-9.304e-06,-9.303999999999998,6.91e-06,6.91,low,run08
9,2026-04-05T20:28:26+00:00,1775420906.0,553.0,553,-5.29e-07,-0.529,2.164e-06,2.164,low,run08
10,2026-04-05T20:29:28+00:00,1775420968.0,615.0,615,-5.0332e-05,-50.332,-4.8842e-05,-48.842,low,run08
11,2026-04-05T20:30:29+00:00,1775421029.0,676.0,676,-3.4072e-05,-34.072,-6.4731e-05,-64.731,low,run08
12,2026-04-05T20:31:31+00:00,1775421091.0,738.0,738,-1.1403e-05,-11.403,-1.1853e-05,-11.853,low,run08
13,2026-04-05T20:32:32+00:00,1775421152.0,799.0,799,-5.817e-06,-5.817,-2.8943e-05,-28.943,low,run08
14,2026-04-05T20:33:34+00:00,1775421214.0,861.0,861,-2.8867e-05,-28.867,-4.2395e-05,-42.395,low,run08
15,2026-04-05T20:34:35+00:00,1775421275.0,922.0,922,1.1397e-05,11.397,4.0643e-05,40.642999999999994,low,run08
16,2026-04-05T20:35:37+00:00,1775421337.0,984.0,984,-3.0248e-05,-30.247999999999998,-3.0399e-05,-30.399,low,run08
17,2026-04-05T20:36:38+00:00,1775421398.0,1045.0,1045,-2.2e-08,-0.022,2.0417e-05,20.417,low,run08
18,2026-04-05T20:37:40+00:00,1775421460.0,1107.0,1107,1.84e-07,0.184,-1.741e-06,-1.7409999999999999,low,run08
19,2026-04-05T20:38:41+00:00,1775421521.0,1168.0,1168,8e-09,0.008,-1.2598e-05,-12.598,low,run08
