sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T02:56:33+00:00,1775444193.0,0.0,0,-2.2244e-05,-22.244,-9.719e-06,-9.719,medium,run10
1,2026-04-06T02:57:35+00:00,1775444255.0,62.0,62,-2.8444e-05,-28.444,-1.2059e-05,-12.059,medium,run10
2,2026-04-06T02:58:36+00:00,1775444316.0,123.0,123,-0.000136993,-136.993,-0.000177443,-177.443,medium,run10
3,2026-04-06T02:59:38+00:00,1775444378.0,185.0,185,-8.3764e-05,-83.76400000000001,-0.000101368,-101.368,medium,run10
4,2026-04-06T03:00:39+00:00,1775444439.0,246.0,246,-4.5686e-05,-45.686,-2.4872e-05,-24.872,medium,run10
5,2026-04-06T03:01:41+00:00,1775444501.0,308.0,308,-2.8677e-05,-28.677,-2.9578e-05,-29.578,medium,run10
6,2026-04-06T03:02:42+00:00,1775444562.0,369.0,369,-4.8762e-05,-48.762,-7.1837e-05,-71.837,medium,run10
7,2026-04-06T03:03:44+00:00,1775444624.0,431.0,431,-3.1038e-05,-31.038000000000004,-5.5063e-05,-55.062999999999995,medium,run10
8,2026-04-06T03:04:45+00:00,1775444685.0,492.0,492,-0.000135065,-135.065,-9.5926e-05,-95.926,medium,run10
9,2026-04-06T03:05:47+00:00,1775444747.0,554.0,554,-0.000142766,-142.76600000000002,-0.00015751,-157.51,medium,run10
10,2026-04-06T03:06:48+00:00,1775444808.0,615.0,615,-4.9157e-05,-49.157,-2.1845e-05,-21.845,medium,run10
11,2026-04-06T03:07:50+00:00,1775444870.0,677.0,677,-2.9648e-05,-29.648,-1.2836e-05,-12.836,medium,run10
12,2026-04-06T03:08:51+00:00,1775444931.0,738.0,738,-2.0124e-05,-20.124,-1.2871e-05,-12.870999999999999,medium,run10
13,2026-04-06T03:09:53+00:00,1775444993.0,800.0,800,-1.8286e-05,-18.286,-0.000164329,-164.329,medium,run10
14,2026-04-06T03:10:55+00:00,1775445055.0,862.0,862,-2.9556e-05,-29.556,-2.7758e-05,-27.758,medium,run10
15,2026-04-06T03:11:56+00:00,1775445116.0,923.0,923,-3.5518e-05,-35.518,-0.000144304,-144.304,medium,run10
16,2026-04-06T03:12:58+00:00,1775445178.0,985.0,985,-3.0394e-05,-30.394000000000002,-3.9999e-05,-39.999,medium,run10
17,2026-04-06T03:13:59+00:00,1775445239.0,1046.0,1046,-0.000116611,-116.611,-0.000103431,-103.43100000000001,medium,run10
18,2026-04-06T03:15:01+00:00,1775445301.0,1108.0,1108,-5.7868e-05,-57.868,-7.2152e-05,-72.152,medium,run10
19,2026-04-06T03:16:02+00:00,1775445362.0,1169.0,1169,-2.7321e-05,-27.321,-3.9718e-05,-39.718,medium,run10
