sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T07:40:28+00:00,1775461228.0,0.0,0,-1.5705e-05,-15.705,-1.3114e-05,-13.114,high,run07
1,2026-04-06T07:41:29+00:00,1775461289.0,61.0,61,-1.3908e-05,-13.908,-1.3442e-05,-13.442,high,run07
2,2026-04-06T07:42:30+00:00,1775461350.0,122.0,122,-3.276e-06,-3.2760000000000002,-8.269e-06,-8.269,high,run07
3,2026-04-06T07:43:32+00:00,1775461412.0,184.0,184,-2.7922e-05,-27.922,-1.602e-06,-1.602,high,run07
4,2026-04-06T07:44:33+00:00,1775461473.0,245.0,245,-2.7e-05,-27.0,-1.2532e-05,-12.532,high,run07
5,2026-04-06T07:45:34+00:00,1775461534.0,306.0,306,-5.1648e-05,-51.647999999999996,-2.6454e-05,-26.454,high,run07
6,2026-04-06T07:46:36+00:00,1775461596.0,368.0,368,-7.236e-05,-72.36,-8.1257e-05,-81.257,high,run07
7,2026-04-06T07:47:38+00:00,1775461658.0,430.0,430,-3.332e-06,-3.332,1.6133e-05,16.133,high,run07
8,2026-04-06T07:48:45+00:00,1775461725.0,497.0,497,-4.155e-06,-4.155,-1.5521e-05,-15.520999999999999,high,run07
9,2026-04-06T07:49:52+00:00,1775461792.0,564.0,564,-1.4763e-05,-14.763,-1.0719e-05,-10.719,high,run07
10,2026-04-06T07:50:58+00:00,1775461858.0,630.0,630,-1.2839e-05,-12.839,9.38e-07,0.938,high,run07
11,2026-04-06T07:52:05+00:00,1775461925.0,697.0,697,-4.52e-07,-0.452,-7.526e-06,-7.526,high,run07
12,2026-04-06T07:53:12+00:00,1775461992.0,764.0,764,-0.000235503,-235.503,-8.9408e-05,-89.408,high,run07
13,2026-04-06T07:54:19+00:00,1775462059.0,831.0,831,-0.000108323,-108.323,-8.2978e-05,-82.97800000000001,high,run07
14,2026-04-06T07:55:26+00:00,1775462126.0,898.0,898,-0.000175185,-175.185,-0.000161004,-161.004,high,run07
15,2026-04-06T07:56:31+00:00,1775462191.0,963.0,963,-0.000122084,-122.084,-3.1134e-05,-31.133999999999997,high,run07
16,2026-04-06T07:57:37+00:00,1775462257.0,1029.0,1029,9.75e-07,0.975,9.49e-06,9.49,high,run07
17,2026-04-06T07:58:43+00:00,1775462323.0,1095.0,1095,-5.928e-06,-5.928,-0.000134106,-134.106,high,run07
18,2026-04-06T07:59:50+00:00,1775462390.0,1162.0,1162,-5.3986e-05,-53.986000000000004,1.1026e-05,11.026000000000002,high,run07
19,2026-04-06T08:00:56+00:00,1775462456.0,1228.0,1228,-2.5812e-05,-25.812,-3.0791e-05,-30.790999999999997,high,run07
