sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T19:32:34+00:00,1775417554.0,0.0,0,servergm,4.1e-08,0.041,3.6e-05,36.0,low,run06
1,2026-04-05T19:33:36+00:00,1775417616.0,62.0,62,servergm,-1e-08,-0.01,4.7e-05,47.0,low,run06
2,2026-04-05T19:34:37+00:00,1775417677.0,123.0,123,servergm,-1.2000000000000002e-08,-0.012000000000000002,4.7e-05,47.0,low,run06
3,2026-04-05T19:35:39+00:00,1775417739.0,185.0,185,servergm,-6.300000000000001e-08,-0.06300000000000001,5.9999999999999995e-05,59.99999999999999,low,run06
4,2026-04-05T19:36:40+00:00,1775417800.0,246.0,246,servergm,-6.3150000000000005e-06,-6.315,0.00010499999999999999,104.99999999999999,low,run06
5,2026-04-05T19:37:42+00:00,1775417862.0,308.0,308,servergm,-1.2000000000000002e-08,-0.012000000000000002,4.2999999999999995e-05,42.99999999999999,low,run06
6,2026-04-05T19:38:43+00:00,1775417923.0,369.0,369,servergm,-9.000000000000001e-09,-0.009000000000000001,5.4999999999999995e-05,54.99999999999999,low,run06
7,2026-04-05T19:39:45+00:00,1775417985.0,431.0,431,servergm,3.0000000000000004e-09,0.0030000000000000005,5.3e-05,53.0,low,run06
8,2026-04-05T19:40:46+00:00,1775418046.0,492.0,492,servergm,-1.4000000000000001e-08,-0.014000000000000002,6.5e-05,65.0,low,run06
9,2026-04-05T19:41:48+00:00,1775418108.0,554.0,554,servergm,-8.340000000000001e-07,-0.8340000000000001,5.4999999999999995e-05,54.99999999999999,low,run06
10,2026-04-05T19:42:49+00:00,1775418169.0,615.0,615,servergm,1.8000000000000002e-08,0.018000000000000002,7.8e-05,78.0,low,run06
11,2026-04-05T19:43:51+00:00,1775418231.0,677.0,677,servergm,-7.000000000000001e-09,-0.007000000000000001,2.4e-05,24.0,low,run06
12,2026-04-05T19:44:52+00:00,1775418292.0,738.0,738,servergm,-2.3800000000000001e-07,-0.23800000000000002,2.4e-05,24.0,low,run06
13,2026-04-05T19:45:54+00:00,1775418354.0,800.0,800,servergm,-4.4e-05,-44.0,1.9999999999999998e-05,20.0,low,run06
14,2026-04-05T19:46:55+00:00,1775418415.0,861.0,861,servergm,-3.58e-07,-0.358,2.6e-05,26.0,low,run06
15,2026-04-05T19:47:57+00:00,1775418477.0,923.0,923,servergm,-2.787e-06,-2.7870000000000004,0.00018099999999999998,180.99999999999997,low,run06
16,2026-04-05T19:48:58+00:00,1775418538.0,984.0,984,servergm,-6.210000000000001e-07,-0.6210000000000001,0.00022099999999999998,220.99999999999997,low,run06
17,2026-04-05T19:50:00+00:00,1775418600.0,1046.0,1046,servergm,-2e-09,-0.002,0.000166,166.0,low,run06
18,2026-04-05T19:51:01+00:00,1775418661.0,1107.0,1107,servergm,-1e-08,-0.01,0.000165,165.0,low,run06
19,2026-04-05T19:52:03+00:00,1775418723.0,1169.0,1169,servergm,-6.7e-08,-0.067,0.000173,173.0,low,run06
