sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T03:43:12+00:00,1775446992.0,0.0,0,servergm,-3.0000000000000004e-09,-0.0030000000000000005,0.000103,103.0,medium,run12
1,2026-04-06T03:44:14+00:00,1775447054.0,62.0,62,servergm,5e-09,0.005,0.00010499999999999999,104.99999999999999,medium,run12
2,2026-04-06T03:45:15+00:00,1775447115.0,123.0,123,servergm,-2.1000000000000003e-08,-0.021,0.000122,122.0,medium,run12
3,2026-04-06T03:46:17+00:00,1775447177.0,185.0,185,servergm,-6.1e-08,-0.061000000000000006,0.000202,202.0,medium,run12
4,2026-04-06T03:47:18+00:00,1775447238.0,246.0,246,servergm,-4.9999999999999996e-05,-49.99999999999999,0.00019899999999999999,198.99999999999997,medium,run12
5,2026-04-06T03:48:20+00:00,1775447300.0,308.0,308,servergm,8e-08,0.08,0.000174,174.0,medium,run12
6,2026-04-06T03:49:21+00:00,1775447361.0,369.0,369,servergm,-5.450000000000001e-07,-0.545,0.00013199999999999998,131.99999999999997,medium,run12
7,2026-04-06T03:50:23+00:00,1775447423.0,431.0,431,servergm,-7.599999999999999e-05,-75.99999999999999,0.000198,198.0,medium,run12
8,2026-04-06T03:51:24+00:00,1775447484.0,492.0,492,servergm,-5e-09,-0.005,0.00012299999999999998,122.99999999999999,medium,run12
9,2026-04-06T03:52:26+00:00,1775447546.0,554.0,554,servergm,-9.000000000000001e-09,-0.009000000000000001,0.000129,129.0,medium,run12
10,2026-04-06T03:53:27+00:00,1775447607.0,615.0,615,servergm,4e-09,0.004,0.000113,113.0,medium,run12
11,2026-04-06T03:54:29+00:00,1775447669.0,677.0,677,servergm,1.3e-08,0.013000000000000001,0.000138,138.0,medium,run12
12,2026-04-06T03:55:31+00:00,1775447731.0,739.0,739,servergm,-5.0000000000000004e-08,-0.05,0.000159,159.0,medium,run12
13,2026-04-06T03:56:32+00:00,1775447792.0,800.0,800,servergm,-2e-09,-0.002,0.00019999999999999998,199.99999999999997,medium,run12
14,2026-04-06T03:57:34+00:00,1775447854.0,862.0,862,servergm,-5.4e-05,-54.0,0.0005099999999999999,509.99999999999994,medium,run12
15,2026-04-06T03:58:35+00:00,1775447915.0,923.0,923,servergm,-0.0,-0.0,0.000188,188.0,medium,run12
16,2026-04-06T03:59:37+00:00,1775447977.0,985.0,985,servergm,-3.1e-08,-0.031,0.000139,139.0,medium,run12
17,2026-04-06T04:00:38+00:00,1775448038.0,1046.0,1046,servergm,-4.2000000000000006e-08,-0.042,0.000177,177.0,medium,run12
18,2026-04-06T04:01:40+00:00,1775448100.0,1108.0,1108,servergm,-1.6620000000000001e-06,-1.6620000000000001,0.00012299999999999998,122.99999999999999,medium,run12
19,2026-04-06T04:02:41+00:00,1775448161.0,1169.0,1169,servergm,-4.47e-07,-0.447,0.000159,159.0,medium,run12
