sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T03:43:12+00:00,1775446992.0,0.0,0,-1.4773e-05,-14.773000000000001,-5.889e-06,-5.889,medium,run12
1,2026-04-06T03:44:14+00:00,1775447054.0,62.0,62,-3.377e-06,-3.3770000000000002,6.922e-06,6.922,medium,run12
2,2026-04-06T03:45:15+00:00,1775447115.0,123.0,123,-1.517e-05,-15.17,-8.407e-06,-8.407,medium,run12
3,2026-04-06T03:46:17+00:00,1775447177.0,185.0,185,-4.019e-06,-4.019,2.0253e-05,20.253,medium,run12
4,2026-04-06T03:47:18+00:00,1775447238.0,246.0,246,-0.000134201,-134.201,-0.000226958,-226.958,medium,run12
5,2026-04-06T03:48:20+00:00,1775447300.0,308.0,308,-1.0107e-05,-10.107,8.908e-06,8.908,medium,run12
6,2026-04-06T03:49:21+00:00,1775447361.0,369.0,369,1.6375e-05,16.375,7.265e-06,7.265,medium,run12
7,2026-04-06T03:50:23+00:00,1775447423.0,431.0,431,3.7e-07,0.37,-0.000338798,-338.798,medium,run12
8,2026-04-06T03:51:24+00:00,1775447484.0,492.0,492,-3.4281e-05,-34.281,1.5082e-05,15.082,medium,run12
9,2026-04-06T03:52:26+00:00,1775447546.0,554.0,554,-3.0124e-05,-30.124000000000002,-6.355e-06,-6.355,medium,run12
10,2026-04-06T03:53:27+00:00,1775447607.0,615.0,615,-5.606e-06,-5.606,1.177e-06,1.1769999999999998,medium,run12
11,2026-04-06T03:54:29+00:00,1775447669.0,677.0,677,-8.662e-06,-8.661999999999999,9.52e-06,9.52,medium,run12
12,2026-04-06T03:55:31+00:00,1775447731.0,739.0,739,-2.396e-05,-23.96,-1.149e-05,-11.49,medium,run12
13,2026-04-06T03:56:32+00:00,1775447792.0,800.0,800,-1.7583e-05,-17.583000000000002,2.55e-06,2.5500000000000003,medium,run12
14,2026-04-06T03:57:34+00:00,1775447854.0,862.0,862,-2.3998e-05,-23.998,0.000115203,115.203,medium,run12
15,2026-04-06T03:58:35+00:00,1775447915.0,923.0,923,-3.7645e-05,-37.645,-5.0832e-05,-50.831999999999994,medium,run12
16,2026-04-06T03:59:37+00:00,1775447977.0,985.0,985,-1.8288e-05,-18.287999999999997,-6.93e-06,-6.93,medium,run12
17,2026-04-06T04:00:38+00:00,1775448038.0,1046.0,1046,-2.4069e-05,-24.069,-5.252e-06,-5.252,medium,run12
18,2026-04-06T04:01:40+00:00,1775448100.0,1108.0,1108,-3.5356e-05,-35.356,-3.4484e-05,-34.483999999999995,medium,run12
19,2026-04-06T04:02:41+00:00,1775448161.0,1169.0,1169,-4.258e-05,-42.580000000000005,-3.211e-05,-32.11,medium,run12
