t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
13920.298,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13920.298]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run15,boundary
13920.298,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13920.298]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run15,boundary
13920.298,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[13920.298]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,medium,run15,boundary
13924.084,new_foreign_master,1.0,,,ae97c9.fffe.4d569a-1,ptp4l[13924.084]: port 1: new foreign master ae97c9.fffe.4d569a-1,3.786000000000058,4,3,medium,run15,boundary
13926.449,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13926.449]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.15099999999984,6,4,medium,run15,boundary
13927.561,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[13927.561]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.2629999999990105,7,5,medium,run15,boundary
13928.086,best_master,,,,ae97c9.fffe.4d569a,ptp4l[13928.086]: selected best master clock ae97c9.fffe.4d569a,7.787999999998647,8,6,medium,run15,boundary
13928.087,ptp_timescale_mismatch,,,,,ptp4l[13928.087]: foreign master not using PTP timescale,7.78899999999885,8,7,medium,run15,boundary
13928.087,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[13928.087]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.78899999999885,8,8,medium,run15,boundary
13945.11,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[13945.110]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,24.811999999999898,25,9,medium,run15,boundary
14170.893,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[14170.893]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),250.59499999999935,251,10,medium,run15,boundary
