sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T01:46:15+00:00,1775439975.0,0.0,0,servergm,-1.9200000000000003e-07,-0.19200000000000003,0.00013199999999999998,131.99999999999997,medium,run07
1,2026-04-06T01:47:17+00:00,1775440037.0,62.0,62,servergm,-0.0,-0.0,0.00011999999999999999,119.99999999999999,medium,run07
2,2026-04-06T01:48:18+00:00,1775440098.0,123.0,123,servergm,6.000000000000001e-09,0.006000000000000001,0.00013199999999999998,131.99999999999997,medium,run07
3,2026-04-06T01:49:20+00:00,1775440160.0,185.0,185,servergm,-2.7e-08,-0.027,0.000166,166.0,medium,run07
4,2026-04-06T01:50:21+00:00,1775440221.0,246.0,246,servergm,-9.999999999999999e-06,-10.0,8.4e-05,84.0,medium,run07
5,2026-04-06T01:51:23+00:00,1775440283.0,308.0,308,servergm,-5.070000000000001e-07,-0.5070000000000001,0.000192,192.0,medium,run07
6,2026-04-06T01:52:24+00:00,1775440344.0,369.0,369,servergm,-2.5470000000000003e-06,-2.547,0.00023799999999999998,237.99999999999997,medium,run07
7,2026-04-06T01:53:26+00:00,1775440406.0,431.0,431,servergm,1.8320000000000002e-06,1.8320000000000003,0.000328,328.0,medium,run07
8,2026-04-06T01:54:27+00:00,1775440467.0,492.0,492,servergm,-3.0000000000000004e-08,-0.030000000000000002,8.4e-05,84.0,medium,run07
9,2026-04-06T01:55:29+00:00,1775440529.0,554.0,554,servergm,6.2e-08,0.062,0.000213,213.0,medium,run07
10,2026-04-06T01:56:30+00:00,1775440590.0,615.0,615,servergm,-1.0300000000000001e-07,-0.10300000000000001,0.000205,205.0,medium,run07
11,2026-04-06T01:57:32+00:00,1775440652.0,677.0,677,servergm,-2.2000000000000002e-08,-0.022000000000000002,0.00019099999999999998,190.99999999999997,medium,run07
12,2026-04-06T01:58:34+00:00,1775440714.0,739.0,739,servergm,-8.463e-06,-8.463000000000001,0.000194,194.0,medium,run07
13,2026-04-06T01:59:35+00:00,1775440775.0,800.0,800,servergm,-1.2930000000000002e-06,-1.2930000000000001,0.000163,163.0,medium,run07
14,2026-04-06T02:00:37+00:00,1775440837.0,862.0,862,servergm,-6.210000000000001e-07,-0.6210000000000001,0.00017999999999999998,179.99999999999997,medium,run07
15,2026-04-06T02:01:38+00:00,1775440898.0,923.0,923,servergm,2.4000000000000003e-08,0.024000000000000004,0.00014099999999999998,140.99999999999997,medium,run07
16,2026-04-06T02:02:40+00:00,1775440960.0,985.0,985,servergm,-1.9e-08,-0.019000000000000003,0.00014199999999999998,141.99999999999997,medium,run07
17,2026-04-06T02:03:41+00:00,1775441021.0,1046.0,1046,servergm,-1.05e-07,-0.105,0.000149,149.0,medium,run07
18,2026-04-06T02:04:43+00:00,1775441083.0,1108.0,1108,servergm,-1.7400000000000002e-07,-0.17400000000000002,0.000185,185.0,medium,run07
19,2026-04-06T02:05:44+00:00,1775441144.0,1169.0,1169,servergm,-3.58e-07,-0.358,0.00022799999999999999,227.99999999999997,medium,run07
