sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T01:46:15+00:00,1775439975.0,0.0,0,-2.8495e-05,-28.495,-2.4594e-05,-24.593999999999998,medium,run07
1,2026-04-06T01:47:17+00:00,1775440037.0,62.0,62,-1.5262e-05,-15.262,-4.879e-06,-4.8790000000000004,medium,run07
2,2026-04-06T01:48:18+00:00,1775440098.0,123.0,123,-1.2948e-05,-12.948,-8.544e-06,-8.544,medium,run07
3,2026-04-06T01:49:20+00:00,1775440160.0,185.0,185,-1.5649e-05,-15.649,-7.975e-06,-7.9750000000000005,medium,run07
4,2026-04-06T01:50:21+00:00,1775440221.0,246.0,246,2.74e-07,0.27399999999999997,-0.000122793,-122.793,medium,run07
5,2026-04-06T01:51:23+00:00,1775440283.0,308.0,308,-6.6645e-05,-66.645,-3.5763e-05,-35.763000000000005,medium,run07
6,2026-04-06T01:52:24+00:00,1775440344.0,369.0,369,-6.1119e-05,-61.11899999999999,-7.5809e-05,-75.80900000000001,medium,run07
7,2026-04-06T01:53:26+00:00,1775440406.0,431.0,431,8.4726e-05,84.726,0.000123835,123.83500000000001,medium,run07
8,2026-04-06T01:54:27+00:00,1775440467.0,492.0,492,-1.5541e-05,-15.540999999999999,-3.1359e-05,-31.359,medium,run07
9,2026-04-06T01:55:29+00:00,1775440529.0,554.0,554,-5.7112e-05,-57.111999999999995,-7.7416e-05,-77.41600000000001,medium,run07
10,2026-04-06T01:56:30+00:00,1775440590.0,615.0,615,-4.2297e-05,-42.297,-3.233e-06,-3.2329999999999997,medium,run07
11,2026-04-06T01:57:32+00:00,1775440652.0,677.0,677,-2.3254e-05,-23.254,2.67e-07,0.267,medium,run07
12,2026-04-06T01:58:34+00:00,1775440714.0,739.0,739,-3.014e-05,-30.14,-4.8197e-05,-48.197,medium,run07
13,2026-04-06T01:59:35+00:00,1775440775.0,800.0,800,-2.5892e-05,-25.892,-1.8815e-05,-18.814999999999998,medium,run07
14,2026-04-06T02:00:37+00:00,1775440837.0,862.0,862,-5.3519e-05,-53.519,-1.6991e-05,-16.991,medium,run07
15,2026-04-06T02:01:38+00:00,1775440898.0,923.0,923,4.968e-06,4.968,1.1165e-05,11.165000000000001,medium,run07
16,2026-04-06T02:02:40+00:00,1775440960.0,985.0,985,-3.087e-05,-30.87,-1.0565e-05,-10.565,medium,run07
17,2026-04-06T02:03:41+00:00,1775441021.0,1046.0,1046,-4.8916e-05,-48.916,-2.6753e-05,-26.753,medium,run07
18,2026-04-06T02:04:43+00:00,1775441083.0,1108.0,1108,-4.9326e-05,-49.326,-3.3406e-05,-33.406,medium,run07
19,2026-04-06T02:05:44+00:00,1775441144.0,1169.0,1169,-5.1481e-05,-51.480999999999995,-3.2643e-05,-32.643,medium,run07
