t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
10955.787,830868,0,-200000,443030,ptp4l[10955.787]: master offset     830868 s0 freq -200000 path delay    443030,0.0,0,0,medium,run05,boundary
10956.787,-447351,0,-200000,859333,ptp4l[10956.787]: master offset    -447351 s0 freq -200000 path delay    859333,1.0,1,1,medium,run05,boundary
10957.788,310873,0,-200000,859333,ptp4l[10957.788]: master offset     310873 s0 freq -200000 path delay    859333,2.0010000000002037,2,2,medium,run05,boundary
10958.789,-302997,0,-200000,859333,ptp4l[10958.789]: master offset    -302997 s0 freq -200000 path delay    859333,3.0020000000004075,3,3,medium,run05,boundary
10959.789,222593,0,-200000,805466,ptp4l[10959.789]: master offset     222593 s0 freq -200000 path delay    805466,4.0020000000004075,4,4,medium,run05,boundary
10960.791,-135761,0,-200000,808455,ptp4l[10960.791]: master offset    -135761 s0 freq -200000 path delay    808455,5.003999999998996,5,5,medium,run05,boundary
10961.79,-534984,0,-200000,806237,ptp4l[10961.790]: master offset    -534984 s0 freq -200000 path delay    806237,6.003000000000611,6,6,medium,run05,boundary
10962.791,-515372,0,-200000,808455,ptp4l[10962.791]: master offset    -515372 s0 freq -200000 path delay    808455,7.003999999998996,7,7,medium,run05,boundary
10963.791,-384392,0,-200000,808455,ptp4l[10963.791]: master offset    -384392 s0 freq -200000 path delay    808455,8.003999999998996,8,8,medium,run05,boundary
10964.792,-473076,0,-200000,714333,ptp4l[10964.792]: master offset    -473076 s0 freq -200000 path delay    714333,9.0049999999992,9,9,medium,run05,boundary
10965.793,-387953,0,-200000,619545,ptp4l[10965.793]: master offset    -387953 s0 freq -200000 path delay    619545,10.005999999999403,10,10,medium,run05,boundary
10966.798,684974,0,-200000,524351,ptp4l[10966.798]: master offset     684974 s0 freq -200000 path delay    524351,11.011000000000422,11,11,medium,run05,boundary
10967.798,-230310,0,-200000,524351,ptp4l[10967.798]: master offset    -230310 s0 freq -200000 path delay    524351,12.011000000000422,12,12,medium,run05,boundary
10968.8,282491,0,-200000,524351,ptp4l[10968.800]: master offset     282491 s0 freq -200000 path delay    524351,13.01299999999901,13,13,medium,run05,boundary
10969.799,-267742,0,-200000,518789,ptp4l[10969.799]: master offset    -267742 s0 freq -200000 path delay    518789,14.012000000000626,14,14,medium,run05,boundary
10970.801,144208,0,-200000,496449,ptp4l[10970.801]: master offset     144208 s0 freq -200000 path delay    496449,15.013999999999214,15,15,medium,run05,boundary
10971.801,-106756,1,-258561,496449,ptp4l[10971.801]: master offset    -106756 s1 freq -258561 path delay    496449,16.013999999999214,16,16,medium,run05,boundary
10972.801,-317361,2,-290614,496449,ptp4l[10972.801]: master offset    -317361 s2 freq -290614 path delay    496449,17.013999999999214,17,17,medium,run05,boundary
10973.801,-338153,2,-293032,496449,ptp4l[10973.801]: master offset    -338153 s2 freq -293032 path delay    496449,18.013999999999214,18,18,medium,run05,boundary
10974.802,-138814,2,-273236,405309,ptp4l[10974.802]: master offset    -138814 s2 freq -273236 path delay    405309,19.014999999999418,19,19,medium,run05,boundary
10975.802,-103472,2,-269806,364252,ptp4l[10975.802]: master offset    -103472 s2 freq -269806 path delay    364252,20.014999999999418,20,20,medium,run05,boundary
10976.802,193857,2,-239879,364252,ptp4l[10976.802]: master offset     193857 s2 freq -239879 path delay    364252,21.014999999999418,21,21,medium,run05,boundary
10977.807,114803,2,-247670,396236,ptp4l[10977.807]: master offset     114803 s2 freq -247670 path delay    396236,22.020000000000437,22,22,medium,run05,boundary
10978.809,-95816,2,-268827,405309,ptp4l[10978.809]: master offset     -95816 s2 freq -268827 path delay    405309,23.021999999999025,23,23,medium,run05,boundary
10979.81,47923,2,-254405,440541,ptp4l[10979.810]: master offset      47923 s2 freq -254405 path delay    440541,24.02299999999923,24,24,medium,run05,boundary
10980.812,327491,2,-226121,493134,ptp4l[10980.812]: master offset     327491 s2 freq -226121 path delay    493134,25.024999999999636,25,25,medium,run05,boundary
