t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
6408.611,-12033,0,4179404,232234,ptp4l[6408.611]: master offset     -12033 s0 freq +4179404 path delay    232234,0.0,0,0,low,run05,boundary
6409.612,1377915,0,4179404,231870,ptp4l[6409.612]: master offset    1377915 s0 freq +4179404 path delay    231870,1.0010000000002037,1,1,low,run05,boundary
6410.614,895699,0,4179404,232234,ptp4l[6410.614]: master offset     895699 s0 freq +4179404 path delay    232234,2.0029999999997017,2,2,low,run05,boundary
6411.612,-129291,0,4179404,232234,ptp4l[6411.612]: master offset    -129291 s0 freq +4179404 path delay    232234,3.0010000000002037,3,3,low,run05,boundary
6412.613,-46284,0,4179404,231507,ptp4l[6412.613]: master offset     -46284 s0 freq +4179404 path delay    231507,4.0020000000004075,4,4,low,run05,boundary
6413.614,57115,0,4179404,231507,ptp4l[6413.614]: master offset      57115 s0 freq +4179404 path delay    231507,5.002999999999702,5,5,low,run05,boundary
6414.616,657729,0,4179404,231870,ptp4l[6414.616]: master offset     657729 s0 freq +4179404 path delay    231870,6.005000000000109,6,6,low,run05,boundary
6415.616,391877,0,4179404,335197,ptp4l[6415.616]: master offset     391877 s0 freq +4179404 path delay    335197,7.005000000000109,7,7,low,run05,boundary
6416.615,-245801,0,4179404,442725,ptp4l[6416.615]: master offset    -245801 s0 freq +4179404 path delay    442725,8.003999999999905,8,8,low,run05,boundary
6417.616,794748,0,4179404,442725,ptp4l[6417.616]: master offset     794748 s0 freq +4179404 path delay    442725,9.00500000000011,9,9,low,run05,boundary
6418.618,232069,0,4179404,486292,ptp4l[6418.618]: master offset     232069 s0 freq +4179404 path delay    486292,10.007000000000517,10,10,low,run05,boundary
6419.617,-351525,0,4179404,486292,ptp4l[6419.617]: master offset    -351525 s0 freq +4179404 path delay    486292,11.006000000000313,11,11,low,run05,boundary
6420.618,905866,0,4179404,486292,ptp4l[6420.618]: master offset     905866 s0 freq +4179404 path delay    486292,12.007000000000517,12,12,low,run05,boundary
6421.62,1423360,0,4179404,486292,ptp4l[6421.620]: master offset    1423360 s0 freq +4179404 path delay    486292,13.009000000000015,13,13,low,run05,boundary
6422.62,105372,0,4179404,540875,ptp4l[6422.620]: master offset     105372 s0 freq +4179404 path delay    540875,14.009000000000015,14,14,low,run05,boundary
6423.619,155474,0,4179404,645166,ptp4l[6423.619]: master offset     155474 s0 freq +4179404 path delay    645166,15.00799999999981,15,15,low,run05,boundary
6424.622,493596,1,4210854,727986,ptp4l[6424.622]: master offset     493596 s1 freq +4210854 path delay    727986,16.011000000000422,16,16,low,run05,boundary
6425.619,-637535,2,4146463,727986,ptp4l[6425.619]: master offset    -637535 s2 freq +4146463 path delay    727986,17.00799999999981,17,17,low,run05,boundary
6426.62,-493297,2,4160393,727986,ptp4l[6426.620]: master offset    -493297 s2 freq +4160393 path delay    727986,18.009000000000015,18,18,low,run05,boundary
6427.62,-631348,2,4145957,727986,ptp4l[6427.620]: master offset    -631348 s2 freq +4145957 path delay    727986,19.009000000000015,19,19,low,run05,boundary
6428.622,1072018,2,4317365,639274,ptp4l[6428.622]: master offset    1072018 s2 freq +4317365 path delay    639274,20.011000000000422,20,20,low,run05,boundary
6429.622,900715,2,4301136,639274,ptp4l[6429.622]: master offset     900715 s2 freq +4301136 path delay    639274,21.011000000000422,21,21,low,run05,boundary
6430.625,1459866,2,4358511,781968,ptp4l[6430.625]: master offset    1459866 s2 freq +4358511 path delay    781968,22.014000000000124,22,22,low,run05,boundary
6431.623,-187395,2,4193597,781968,ptp4l[6431.623]: master offset    -187395 s2 freq +4193597 path delay    781968,23.011999999999716,23,23,low,run05,boundary
6432.626,25366,2,4214899,792853,ptp4l[6432.626]: master offset      25366 s2 freq +4214899 path delay    792853,24.015000000000327,24,24,low,run05,boundary
6433.624,-482926,2,4163587,732979,ptp4l[6433.624]: master offset    -482926 s2 freq +4163587 path delay    732979,25.01299999999992,25,25,low,run05,boundary
6434.626,80910,2,4220051,732979,ptp4l[6434.626]: master offset      80910 s2 freq +4220051 path delay    732979,26.015000000000327,26,26,low,run05,boundary
6435.625,-372903,2,4174297,663863,ptp4l[6435.625]: master offset    -372903 s2 freq +4174297 path delay    663863,27.014000000000124,27,27,low,run05,boundary
6436.628,881076,2,4300576,663863,ptp4l[6436.628]: master offset     881076 s2 freq +4300576 path delay    663863,28.016999999999825,28,28,low,run05,boundary
6437.627,-517260,2,4160225,876340,ptp4l[6437.627]: master offset    -517260 s2 freq +4160225 path delay    876340,29.01600000000053,29,29,low,run05,boundary
6438.628,-412770,2,4170261,876340,ptp4l[6438.628]: master offset    -412770 s2 freq +4170261 path delay    876340,30.016999999999825,30,30,low,run05,boundary
6439.628,-533702,2,4157634,996901,ptp4l[6439.628]: master offset    -533702 s2 freq +4157634 path delay    996901,31.016999999999825,31,31,low,run05,boundary
6440.629,295674,2,4240868,996901,ptp4l[6440.629]: master offset     295674 s2 freq +4240868 path delay    996901,32.01800000000003,32,32,low,run05,boundary
6441.628,-552936,2,4155454,970995,ptp4l[6441.628]: master offset    -552936 s2 freq +4155454 path delay    970995,33.016999999999825,33,33,low,run05,boundary
6442.629,-141628,2,4196443,850434,ptp4l[6442.629]: master offset    -141628 s2 freq +4196443 path delay    850434,34.01800000000003,34,34,low,run05,boundary
6443.629,-493782,2,4160734,844059,ptp4l[6443.629]: master offset    -493782 s2 freq +4160734 path delay    844059,35.01800000000003,35,35,low,run05,boundary
6444.63,-159310,2,4194022,844059,ptp4l[6444.630]: master offset    -159310 s2 freq +4194022 path delay    844059,36.01900000000023,36,36,low,run05,boundary
6445.63,-359729,2,4173620,844059,ptp4l[6445.630]: master offset    -359729 s2 freq +4173620 path delay    844059,37.01900000000023,37,37,low,run05,boundary
6446.631,45935,2,4214232,844059,ptp4l[6446.631]: master offset      45935 s2 freq +4214232 path delay    844059,38.02000000000044,38,38,low,run05,boundary
6447.631,-413712,2,4167854,844059,ptp4l[6447.631]: master offset    -413712 s2 freq +4167854 path delay    844059,39.02000000000044,39,39,low,run05,boundary
6448.632,65514,2,4215842,681650,ptp4l[6448.632]: master offset      65514 s2 freq +4215842 path delay    681650,40.02099999999973,40,40,low,run05,boundary
6449.631,-121495,2,4197020,603500,ptp4l[6449.631]: master offset    -121495 s2 freq +4197020 path delay    603500,41.02000000000044,41,41,low,run05,boundary
6450.633,216916,2,4231078,603500,ptp4l[6450.633]: master offset     216916 s2 freq +4231078 path delay    603500,42.021999999999935,42,42,low,run05,boundary
6451.632,-381328,2,4170872,603500,ptp4l[6451.632]: master offset    -381328 s2 freq +4170872 path delay    603500,43.02099999999973,43,43,low,run05,boundary
6452.634,174066,2,4226585,603500,ptp4l[6452.634]: master offset     174066 s2 freq +4226585 path delay    603500,44.02300000000014,44,44,low,run05,boundary
6453.634,-243017,2,4184634,660170,ptp4l[6453.634]: master offset    -243017 s2 freq +4184634 path delay    660170,45.02300000000014,45,45,low,run05,boundary
6454.634,104528,2,4219493,621607,ptp4l[6454.634]: master offset     104528 s2 freq +4219493 path delay    621607,46.02300000000014,46,46,low,run05,boundary
6455.635,775171,2,4287333,722458,ptp4l[6455.635]: master offset     775171 s2 freq +4287333 path delay    722458,47.02400000000034,47,47,low,run05,boundary
6456.635,-297045,2,4179814,771261,ptp4l[6456.635]: master offset    -297045 s2 freq +4179814 path delay    771261,48.02400000000034,48,48,low,run05,boundary
6457.635,-386013,2,4170531,771261,ptp4l[6457.635]: master offset    -386013 s2 freq +4170531 path delay    771261,49.02400000000034,49,49,low,run05,boundary
6458.636,-245802,2,4184306,737509,ptp4l[6458.636]: master offset    -245802 s2 freq +4184306 path delay    737509,50.025000000000546,50,50,low,run05,boundary
6459.636,-95413,2,4199250,737509,ptp4l[6459.636]: master offset     -95413 s2 freq +4199250 path delay    737509,51.025000000000546,51,51,low,run05,boundary
6460.636,365499,2,4245707,745928,ptp4l[6460.636]: master offset     365499 s2 freq +4245707 path delay    745928,52.025000000000546,52,52,low,run05,boundary
6461.636,-561355,2,4152460,745928,ptp4l[6461.636]: master offset    -561355 s2 freq +4152460 path delay    745928,53.025000000000546,53,53,low,run05,boundary
6462.638,15561,2,4210167,745928,ptp4l[6462.638]: master offset      15561 s2 freq +4210167 path delay    745928,54.027000000000044,54,54,low,run05,boundary
6463.637,-568946,2,4151147,777300,ptp4l[6463.637]: master offset    -568946 s2 freq +4151147 path delay    777300,55.02599999999984,55,55,low,run05,boundary
6464.64,17477,2,4209807,777300,ptp4l[6464.640]: master offset      17477 s2 freq +4209807 path delay    777300,56.02900000000045,56,56,low,run05,boundary
6465.64,1087760,2,4317923,726674,ptp4l[6465.640]: master offset    1087760 s2 freq +4317923 path delay    726674,57.02900000000045,57,57,low,run05,boundary
6466.64,-114821,2,4197550,726674,ptp4l[6466.640]: master offset    -114821 s2 freq +4197550 path delay    726674,58.02900000000045,58,58,low,run05,boundary
6467.64,-517907,2,4156724,726674,ptp4l[6467.640]: master offset    -517907 s2 freq +4156724 path delay    726674,59.02900000000045,59,59,low,run05,boundary
6468.642,820931,2,4291428,726674,ptp4l[6468.642]: master offset     820931 s2 freq +4291428 path delay    726674,60.03099999999995,60,60,low,run05,boundary
6469.64,-704021,2,4138229,901691,ptp4l[6469.640]: master offset    -704021 s2 freq +4138229 path delay    901691,61.02900000000045,61,61,low,run05,boundary
6470.642,-15403,2,4207076,776893,ptp4l[6470.642]: master offset     -15403 s2 freq +4207076 path delay    776893,62.03099999999995,62,62,low,run05,boundary
6471.642,-269925,2,4181354,674543,ptp4l[6471.642]: master offset    -269925 s2 freq +4181354 path delay    674543,63.03099999999995,63,63,low,run05,boundary
6472.643,99308,2,4218376,693460,ptp4l[6472.643]: master offset      99308 s2 freq +4218376 path delay    693460,64.03200000000015,64,64,low,run05,boundary
6473.642,-340778,2,4174027,693460,ptp4l[6473.642]: master offset    -340778 s2 freq +4174027 path delay    693460,65.03099999999995,65,65,low,run05,boundary
6474.643,48196,2,4212972,744568,ptp4l[6474.643]: master offset      48196 s2 freq +4212972 path delay    744568,66.03200000000015,66,66,low,run05,boundary
6475.642,-524261,2,4155202,744568,ptp4l[6475.642]: master offset    -524261 s2 freq +4155202 path delay    744568,67.03099999999995,67,67,low,run05,boundary
6476.645,698417,2,4278169,645475,ptp4l[6476.645]: master offset     698417 s2 freq +4278169 path delay    645475,68.03400000000056,68,68,low,run05,boundary
6477.644,-300444,2,4177982,645475,ptp4l[6477.644]: master offset    -300444 s2 freq +4177982 path delay    645475,69.03300000000036,69,69,low,run05,boundary
6478.656,1575725,2,4367175,626549,ptp4l[6478.656]: master offset    1575725 s2 freq +4367175 path delay    626549,70.04500000000007,70,70,low,run05,boundary
6479.655,-265792,2,4182757,634616,ptp4l[6479.655]: master offset    -265792 s2 freq +4182757 path delay    634616,71.04399999999987,71,71,low,run05,boundary
6480.657,25058,2,4211867,645918,ptp4l[6480.657]: master offset      25058 s2 freq +4211867 path delay    645918,72.04600000000028,72,72,low,run05,boundary
6481.657,-82070,2,4201072,645918,ptp4l[6481.657]: master offset     -82070 s2 freq +4201072 path delay    645918,73.04600000000028,73,73,low,run05,boundary
6482.657,286477,2,4238214,659482,ptp4l[6482.657]: master offset     286477 s2 freq +4238214 path delay    659482,74.04600000000028,74,74,low,run05,boundary
6483.658,-104550,2,4199006,659482,ptp4l[6483.658]: master offset    -104550 s2 freq +4199006 path delay    659482,75.04700000000048,75,75,low,run05,boundary
6484.659,55188,2,4215035,659482,ptp4l[6484.659]: master offset      55188 s2 freq +4215035 path delay    659482,76.04799999999977,76,76,low,run05,boundary
6485.658,-329307,2,4176257,659482,ptp4l[6485.658]: master offset    -329307 s2 freq +4176257 path delay    659482,77.04700000000048,77,77,low,run05,boundary
6486.658,52290,2,4214468,648622,ptp4l[6486.658]: master offset      52290 s2 freq +4214468 path delay    648622,78.04700000000048,78,78,low,run05,boundary
6487.659,-37049,2,4205498,609254,ptp4l[6487.659]: master offset     -37049 s2 freq +4205498 path delay    609254,79.04799999999977,79,79,low,run05,boundary
6488.659,106373,2,4219946,609254,ptp4l[6488.659]: master offset     106373 s2 freq +4219946 path delay    609254,80.04799999999977,80,80,low,run05,boundary
6489.659,-86575,2,4200565,540674,ptp4l[6489.659]: master offset     -86575 s2 freq +4200565 path delay    540674,81.04799999999977,81,81,low,run05,boundary
6490.66,94294,2,4218746,540674,ptp4l[6490.660]: master offset      94294 s2 freq +4218746 path delay    540674,82.04899999999998,82,82,low,run05,boundary
6491.66,142015,2,4223660,552320,ptp4l[6491.660]: master offset     142015 s2 freq +4223660 path delay    552320,83.04899999999998,83,83,low,run05,boundary
6492.661,104428,2,4220006,552320,ptp4l[6492.661]: master offset     104428 s2 freq +4220006 path delay    552320,84.05000000000018,84,84,low,run05,boundary
6493.661,-133429,2,4196087,582502,ptp4l[6493.661]: master offset    -133429 s2 freq +4196087 path delay    582502,85.05000000000018,85,85,low,run05,boundary
6494.662,499711,2,4259900,582502,ptp4l[6494.662]: master offset     499711 s2 freq +4259900 path delay    582502,86.05100000000039,86,86,low,run05,boundary
6495.663,2015870,2,4413532,620477,ptp4l[6495.663]: master offset    2015870 s2 freq +4413532 path delay    620477,87.05199999999968,87,87,low,run05,boundary
6496.663,1318027,2,4345066,620477,ptp4l[6496.663]: master offset    1318027 s2 freq +4345066 path delay    620477,88.05199999999968,88,88,low,run05,boundary
6497.663,-30027,2,4210230,642642,ptp4l[6497.663]: master offset     -30027 s2 freq +4210230 path delay    642642,89.05199999999968,89,89,low,run05,boundary
6498.663,10013,2,4214244,642642,ptp4l[6498.663]: master offset      10013 s2 freq +4214244 path delay    642642,90.05199999999968,90,90,low,run05,boundary
6499.663,140940,2,4227478,688978,ptp4l[6499.663]: master offset     140940 s2 freq +4227478 path delay    688978,91.05199999999968,91,91,low,run05,boundary
