sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T04:06:38+00:00,1775448398.0,0.0,0,-7.9146e-05,-79.146,-8.9234e-05,-89.23400000000001,medium,run13
1,2026-04-06T04:07:40+00:00,1775448460.0,62.0,62,-4.9836e-05,-49.836,-6.2664e-05,-62.663999999999994,medium,run13
2,2026-04-06T04:08:41+00:00,1775448521.0,123.0,123,4.5e-08,0.045,-9.9722e-05,-99.72200000000001,medium,run13
3,2026-04-06T04:09:43+00:00,1775448583.0,185.0,185,-1.1197e-05,-11.197,-7.5602e-05,-75.602,medium,run13
4,2026-04-06T04:10:44+00:00,1775448644.0,246.0,246,1.5e-08,0.015,-1.3654e-05,-13.654,medium,run13
5,2026-04-06T04:11:46+00:00,1775448706.0,308.0,308,-1.3516e-05,-13.516,-1.3569e-05,-13.569,medium,run13
6,2026-04-06T04:12:47+00:00,1775448767.0,369.0,369,-9.748e-06,-9.748000000000001,-1.494e-05,-14.94,medium,run13
7,2026-04-06T04:13:49+00:00,1775448829.0,431.0,431,-6.809e-06,-6.809,-7.261e-06,-7.260999999999999,medium,run13
8,2026-04-06T04:14:50+00:00,1775448890.0,492.0,492,-1.019e-05,-10.190000000000001,-3.839e-05,-38.38999999999999,medium,run13
9,2026-04-06T04:15:52+00:00,1775448952.0,554.0,554,-3.1265e-05,-31.265,-2.655e-05,-26.55,medium,run13
10,2026-04-06T04:16:53+00:00,1775449013.0,615.0,615,-2.2257e-05,-22.257,-3.3116e-05,-33.116,medium,run13
11,2026-04-06T04:17:55+00:00,1775449075.0,677.0,677,-2.092e-06,-2.092,-4.072e-06,-4.072,medium,run13
12,2026-04-06T04:18:56+00:00,1775449136.0,738.0,738,2.42e-07,0.24200000000000002,-5.1098e-05,-51.098,medium,run13
13,2026-04-06T04:19:58+00:00,1775449198.0,800.0,800,-3.9872e-05,-39.872,-4.1228e-05,-41.228,medium,run13
14,2026-04-06T04:20:59+00:00,1775449259.0,861.0,861,-5.6089e-05,-56.089,-6.0131e-05,-60.131,medium,run13
15,2026-04-06T04:22:01+00:00,1775449321.0,923.0,923,-2.4717e-05,-24.717000000000002,-6.309e-05,-63.089999999999996,medium,run13
16,2026-04-06T04:23:02+00:00,1775449382.0,984.0,984,-6.0595e-05,-60.595,-2.4982e-05,-24.982,medium,run13
17,2026-04-06T04:24:04+00:00,1775449444.0,1046.0,1046,-0.000117722,-117.722,-0.00032556,-325.56,medium,run13
18,2026-04-06T04:25:05+00:00,1775449505.0,1107.0,1107,-4.6557e-05,-46.557,-4.541e-05,-45.410000000000004,medium,run13
19,2026-04-06T04:26:07+00:00,1775449567.0,1169.0,1169,-2.5727e-05,-25.727,-1.501e-05,-15.01,medium,run13
