t_s,hhmmss,type,detail,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
65593.0,18:13:13,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,0.0,0,0,low,run15,boundary
65608.0,18:13:28,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,15.0,15,1,low,run15,boundary
65623.0,18:13:43,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,30.0,30,2,low,run15,boundary
65638.0,18:13:58,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,45.0,45,3,low,run15,boundary
65653.0,18:14:13,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,60.0,60,4,low,run15,boundary
65669.0,18:14:29,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,76.0,76,5,low,run15,boundary
65684.0,18:14:44,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,91.0,91,6,low,run15,boundary
65699.0,18:14:59,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,106.0,106,7,low,run15,boundary
65714.0,18:15:14,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,121.0,121,8,low,run15,boundary
65729.0,18:15:29,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,136.0,136,9,low,run15,boundary
65744.0,18:15:44,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,151.0,151,10,low,run15,boundary
65759.0,18:15:59,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,166.0,166,11,low,run15,boundary
65774.0,18:16:14,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,181.0,181,12,low,run15,boundary
65789.0,18:16:29,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,196.0,196,13,low,run15,boundary
65804.0,18:16:44,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,211.0,211,14,low,run15,boundary
65819.0,18:16:59,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,226.0,226,15,low,run15,boundary
65834.0,18:17:14,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,241.0,241,16,low,run15,boundary
65849.0,18:17:29,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,256.0,256,17,low,run15,boundary
65864.0,18:17:44,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,271.0,271,18,low,run15,boundary
65879.0,18:17:59,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,286.0,286,19,low,run15,boundary
65894.0,18:18:14,init,refid=.INIT.,serverntp       .INIT.          16 u    -   64    0   0.0000   0.0000   0.0002,301.0,301,20,low,run15,boundary
66105.0,18:21:45,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    6   64   17   1.6263   0.5253   0.2351,512.0,512,21,low,run15,boundary
66120.0,18:22:00,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   21   64   17   1.6263   0.5253   0.2351,527.0,527,22,low,run15,boundary
66136.0,18:22:16,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   36   64   17   1.6263   0.5253   0.2351,543.0,543,23,low,run15,boundary
66151.0,18:22:31,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64   17   1.6263   0.5253   0.2351,558.0,558,24,low,run15,boundary
66166.0,18:22:46,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   66   64   17   1.6263   0.5253   0.2351,573.0,573,25,low,run15,boundary
66181.0,18:23:01,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   14   64   37   1.9728   0.1973   0.4710,588.0,588,26,low,run15,boundary
66196.0,18:23:16,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   29   64   37   1.9728   0.1973   0.4710,603.0,603,27,low,run15,boundary
66211.0,18:23:31,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   44   64   37   1.9728   0.1973   0.4710,618.0,618,28,low,run15,boundary
66226.0,18:23:46,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   59   64   37   1.9728   0.1973   0.4710,633.0,633,29,low,run15,boundary
66241.0,18:24:01,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   10   64   77   1.2701   0.3466   0.3080,648.0,648,30,low,run15,boundary
66256.0,18:24:16,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   25   64   77   1.2701   0.3466   0.3080,663.0,663,31,low,run15,boundary
66271.0,18:24:31,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   40   64   77   1.2701   0.3466   0.3080,678.0,678,32,low,run15,boundary
66286.0,18:24:46,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   55   64   77   1.2701   0.3466   0.3080,693.0,693,33,low,run15,boundary
66301.0,18:25:01,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    5   64  177   1.5104   0.4109   0.2481,708.0,708,34,low,run15,boundary
66316.0,18:25:16,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   20   64  177   1.5104   0.4109   0.2481,723.0,723,35,low,run15,boundary
66331.0,18:25:31,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   36   64  177   1.5104   0.4109   0.2481,738.0,738,36,low,run15,boundary
66346.0,18:25:46,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   51   64  177   1.5104   0.4109   0.2481,753.0,753,37,low,run15,boundary
66361.0,18:26:01,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    -   64  377   0.6741   0.0820   0.4686,768.0,768,38,low,run15,boundary
66377.0,18:26:17,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   15   64  377   0.6741   0.0820   0.4686,784.0,784,39,low,run15,boundary
66392.0,18:26:32,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   30   64  377   0.6741   0.0820   0.4686,799.0,799,40,low,run15,boundary
66407.0,18:26:47,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   45   64  377   0.6741   0.0820   0.4686,814.0,814,41,low,run15,boundary
66422.0,18:27:02,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   60   64  377   0.6741   0.0820   0.4686,829.0,829,42,low,run15,boundary
66437.0,18:27:17,selected_peer,serverntp,*serverntp       127.127.1.0      9 u    9   64  377   2.4156   0.8839   0.5328,844.0,844,43,low,run15,boundary
66452.0,18:27:32,selected_peer,serverntp,*serverntp       127.127.1.0      9 u   24   64  377   2.4156   0.8839   0.5328,859.0,859,44,low,run15,boundary
