t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
18474.632,-1758537,0,-800000,1894413,ptp4l[18474.632]: master offset   -1758537 s0 freq -800000 path delay   1894413,0.0,0,0,high,run15,boundary
18475.638,2253062,0,-800000,1894413,ptp4l[18475.638]: master offset    2253062 s0 freq -800000 path delay   1894413,1.0059999999975844,1,1,high,run15,boundary
18476.634,-2131078,0,-800000,2295235,ptp4l[18476.634]: master offset   -2131078 s0 freq -800000 path delay   2295235,2.0019999999967695,2,2,high,run15,boundary
18477.635,-1569392,0,-800000,1894413,ptp4l[18477.635]: master offset   -1569392 s0 freq -800000 path delay   1894413,3.002999999996973,3,3,high,run15,boundary
18478.635,-932002,0,-800000,1121701,ptp4l[18478.635]: master offset    -932002 s0 freq -800000 path delay   1121701,4.002999999996973,4,4,high,run15,boundary
18479.636,-426917,0,-800000,749811,ptp4l[18479.636]: master offset    -426917 s0 freq -800000 path delay    749811,5.003999999997177,5,5,high,run15,boundary
18480.637,-410953,0,-800000,694546,ptp4l[18480.637]: master offset    -410953 s0 freq -800000 path delay    694546,6.004999999997381,6,6,high,run15,boundary
18481.641,2429296,0,-800000,639282,ptp4l[18481.641]: master offset    2429296 s0 freq -800000 path delay    639282,7.008999999998196,7,7,high,run15,boundary
18482.638,-526591,0,-800000,694546,ptp4l[18482.638]: master offset    -526591 s0 freq -800000 path delay    694546,8.005999999997584,8,8,high,run15,boundary
18483.642,1785498,0,-800000,562781,ptp4l[18483.642]: master offset    1785498 s0 freq -800000 path delay    562781,9.0099999999984,9,9,high,run15,boundary
18484.641,-90933,0,-800000,562781,ptp4l[18484.641]: master offset     -90933 s0 freq -800000 path delay    562781,10.008999999998196,10,10,high,run15,boundary
18485.644,1219563,0,-800000,475489,ptp4l[18485.644]: master offset    1219563 s0 freq -800000 path delay    475489,11.011999999998807,11,11,high,run15,boundary
18486.642,-303200,0,-800000,475489,ptp4l[18486.642]: master offset    -303200 s0 freq -800000 path delay    475489,12.0099999999984,12,12,high,run15,boundary
18487.644,-248455,0,-800000,560978,ptp4l[18487.644]: master offset    -248455 s0 freq -800000 path delay    560978,13.011999999998807,13,13,high,run15,boundary
18488.644,-396483,0,-800000,560978,ptp4l[18488.644]: master offset    -396483 s0 freq -800000 path delay    560978,14.011999999998807,14,14,high,run15,boundary
18489.646,91446,0,-800000,475489,ptp4l[18489.646]: master offset      91446 s0 freq -800000 path delay    475489,15.013999999999214,15,15,high,run15,boundary
18490.646,345048,1,-668535,568342,ptp4l[18490.646]: master offset     345048 s1 freq -668535 path delay    568342,16.013999999999214,16,16,high,run15,boundary
18491.646,-189380,2,-687662,568342,ptp4l[18491.646]: master offset    -189380 s2 freq -687662 path delay    568342,17.013999999999214,17,17,high,run15,boundary
18492.648,1288351,2,-538601,568342,ptp4l[18492.648]: master offset    1288351 s2 freq -538601 path delay    568342,18.01599999999962,18,18,high,run15,boundary
18493.649,298041,2,-637334,568342,ptp4l[18493.649]: master offset     298041 s2 freq -637334 path delay    568342,19.016999999999825,19,19,high,run15,boundary
18494.649,644756,2,-602017,627972,ptp4l[18494.649]: master offset     644756 s2 freq -602017 path delay    627972,20.016999999999825,20,20,high,run15,boundary
18495.651,-113807,2,-677988,654758,ptp4l[18495.651]: master offset    -113807 s2 freq -677988 path delay    654758,21.019000000000233,21,21,high,run15,boundary
18496.651,490669,2,-617049,677789,ptp4l[18496.651]: master offset     490669 s2 freq -617049 path delay    677789,22.019000000000233,22,22,high,run15,boundary
18497.652,-329366,2,-699382,677789,ptp4l[18497.652]: master offset    -329366 s2 freq -699382 path delay    677789,23.0199999999968,23,23,high,run15,boundary
18498.652,601397,2,-605704,677789,ptp4l[18498.652]: master offset     601397 s2 freq -605704 path delay    677789,24.0199999999968,24,24,high,run15,boundary
18499.654,1020809,2,-562742,756913,ptp4l[18499.654]: master offset    1020809 s2 freq -562742 path delay    756913,25.021999999997206,25,25,high,run15,boundary
18500.654,1275563,2,-535992,756913,ptp4l[18500.654]: master offset    1275563 s2 freq -535992 path delay    756913,26.021999999997206,26,26,high,run15,boundary
18501.656,681586,2,-594708,1043630,ptp4l[18501.656]: master offset     681586 s2 freq -594708 path delay   1043630,27.023999999997613,27,27,high,run15,boundary
18502.655,-188497,2,-681904,1043630,ptp4l[18502.655]: master offset    -188497 s2 freq -681904 path delay   1043630,28.02299999999741,28,28,high,run15,boundary
