sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T10:21:21+00:00,1775384481.0,0.0,0,servergm,4.047e-06,4.047000000000001,0.000139,139.0,low,run13
1,2026-04-05T10:22:22+00:00,1775384542.0,61.0,61,servergm,3.7e-05,37.0,0.000196,196.0,low,run13
2,2026-04-05T10:23:24+00:00,1775384604.0,123.0,123,servergm,2.8e-05,28.0,0.000841,841.0,low,run13
3,2026-04-05T10:24:25+00:00,1775384665.0,184.0,184,servergm,1.9999999999999998e-05,20.0,0.000381,381.0,low,run13
4,2026-04-05T10:25:27+00:00,1775384727.0,246.0,246,servergm,9.999999999999999e-05,99.99999999999999,0.00083,830.0,low,run13
5,2026-04-05T10:26:31+00:00,1775384791.0,310.0,310,servergm,7.999999999999999e-05,80.0,0.000137,137.0,low,run13
6,2026-04-05T10:27:34+00:00,1775384854.0,373.0,373,servergm,0.00020099999999999998,200.99999999999997,0.001287,1287.0,low,run13
7,2026-04-05T10:28:37+00:00,1775384917.0,436.0,436,servergm,3.5e-05,35.0,0.0005679999999999999,567.9999999999999,low,run13
8,2026-04-05T10:29:41+00:00,1775384981.0,500.0,500,servergm,0.000128,128.0,0.00101,1010.0,low,run13
9,2026-04-05T10:30:44+00:00,1775385044.0,563.0,563,servergm,0.0005549999999999999,554.9999999999999,0.001622,1622.0,low,run13
