t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
12437.461,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[12437.461]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,medium,run10,client
12437.461,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[12437.461]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,medium,run10,client
12440.518,new_foreign_master,1.0,,,925bcc.fffe.6ab782-2,ptp4l[12440.518]: port 1: new foreign master 925bcc.fffe.6ab782-2,3.0570000000006985,3,2,medium,run10,client
12466.734,best_master,,,,9e65f0.fffe.87933b,ptp4l[12466.734]: selected best master clock 9e65f0.fffe.87933b,29.273000000001048,29,3,medium,run10,client
12466.734,ptp_timescale_mismatch,,,,,ptp4l[12466.734]: foreign master not using PTP timescale,29.273000000001048,29,4,medium,run10,client
12466.734,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[12466.734]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,29.273000000001048,29,5,medium,run10,client
12485.774,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[12485.774]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,48.3130000000001,48,6,medium,run10,client
12526.454,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[12526.454]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,88.9930000000004,89,7,medium,run10,client
12543.845,best_master,,,,9e65f0.fffe.87933b,ptp4l[12543.845]: selected best master clock 9e65f0.fffe.87933b,106.38400000000001,106,8,medium,run10,client
12543.845,ptp_timescale_mismatch,,,,,ptp4l[12543.845]: foreign master not using PTP timescale,106.38400000000001,106,9,medium,run10,client
12543.845,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[12543.845]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,106.38400000000001,106,10,medium,run10,client
12545.85,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[12545.850]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,108.38900000000103,108,11,medium,run10,client
12591.408,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[12591.408]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,153.94700000000012,154,12,medium,run10,client
12609.081,best_master,,,,9e65f0.fffe.87933b,ptp4l[12609.081]: selected best master clock 9e65f0.fffe.87933b,171.6200000000008,172,13,medium,run10,client
12609.081,ptp_timescale_mismatch,,,,,ptp4l[12609.081]: foreign master not using PTP timescale,171.6200000000008,172,14,medium,run10,client
12609.081,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[12609.081]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,171.6200000000008,172,15,medium,run10,client
12611.107,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[12611.107]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,173.64600000000064,174,16,medium,run10,client
12641.344,state,1.0,SLAVE,LISTENING,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[12641.344]: port 1: SLAVE to LISTENING on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,203.8829999999998,204,17,medium,run10,client
12661.468,best_master,,,,9e65f0.fffe.87933b,ptp4l[12661.468]: selected best master clock 9e65f0.fffe.87933b,224.00700000000143,224,18,medium,run10,client
12661.469,ptp_timescale_mismatch,,,,,ptp4l[12661.469]: foreign master not using PTP timescale,224.0079999999998,224,19,medium,run10,client
12661.469,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[12661.469]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,224.0079999999998,224,20,medium,run10,client
12663.48,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[12663.480]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,226.01900000000023,226,21,medium,run10,client
