t,rms_ns,max_ns,freq_raw,freq_pm_raw,path_delay_ns,path_delay_pm_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
12469.758,604237,686755,-4652490,0,966562.0,64146.0,ptp4l[12469.758]: rms 604237 max 686755 freq -4652490 +/-   0 delay 966562 +/- 64146,0.0,0,0,medium,run10,client
12471.75,248367,283199,-4652490,0,753132.0,20991.0,ptp4l[12471.750]: rms 248367 max 283199 freq -4652490 +/-   0 delay 753132 +/- 20991,1.9920000000001892,2,1,medium,run10,client
12473.76,288832,407984,-4652490,0,719467.0,0.0,ptp4l[12473.760]: rms 288832 max 407984 freq -4652490 +/-   0 delay 719467 +/-   0,4.0020000000004075,4,2,medium,run10,client
12475.756,307029,381602,-4652490,0,733131.0,13664.0,ptp4l[12475.756]: rms 307029 max 381602 freq -4652490 +/-   0 delay 733131 +/- 13664,5.9979999999995925,6,3,medium,run10,client
12477.764,428138,547342,-4652490,0,722888.0,3421.0,ptp4l[12477.764]: rms 428138 max 547342 freq -4652490 +/-   0 delay 722888 +/- 3421,8.005999999999403,8,4,medium,run10,client
12479.769,760529,1056747,-4652490,0,704813.0,0.0,ptp4l[12479.769]: rms 760529 max 1056747 freq -4652490 +/-   0 delay 704813 +/-   0,10.011000000000422,10,5,medium,run10,client
12481.773,329919,364583,-4652490,0,554234.0,50293.0,ptp4l[12481.773]: rms 329919 max 364583 freq -4652490 +/-   0 delay 554234 +/- 50293,12.014999999999418,12,6,medium,run10,client
12483.769,213543,301919,-4652490,0,430439.0,12025.0,ptp4l[12483.769]: rms 213543 max 301919 freq -4652490 +/-   0 delay 430439 +/- 12025,14.011000000000422,14,7,medium,run10,client
12485.773,270482,380530,-4598894,19217,451276.0,0.0,ptp4l[12485.773]: rms 270482 max 380530 freq -4598894 +/- 19217 delay 451276 +/-   0,16.014999999999418,16,8,medium,run10,client
12487.773,412395,496251,-4576949,9340,501038.0,35681.0,ptp4l[12487.773]: rms 412395 max 496251 freq -4576949 +/- 9340 delay 501038 +/- 35681,18.014999999999418,18,9,medium,run10,client
12489.794,203107,241964,-4612602,19958,550235.0,0.0,ptp4l[12489.794]: rms 203107 max 241964 freq -4612602 +/- 19958 delay 550235 +/-   0,20.036000000000058,20,10,medium,run10,client
12491.792,1461498,2054627,-4523398,114075,607342.0,8237.0,ptp4l[12491.792]: rms 1461498 max 2054627 freq -4523398 +/- 114075 delay 607342 +/- 8237,22.03399999999965,22,11,medium,run10,client
12493.805,1110411,1371456,-4506740,31011,646792.0,28173.0,ptp4l[12493.805]: rms 1110411 max 1371456 freq -4506740 +/- 31011 delay 646792 +/- 28173,24.04700000000048,24,12,medium,run10,client
12495.808,264136,360589,-4636189,13104,674965.0,0.0,ptp4l[12495.808]: rms 264136 max 360589 freq -4636189 +/- 13104 delay 674965 +/-   0,26.05000000000109,26,13,medium,run10,client
12497.813,351739,354090,-4649031,413,634018.0,36591.0,ptp4l[12497.813]: rms 351739 max 354090 freq -4649031 +/- 413 delay 634018 +/- 36591,28.05500000000029,28,14,medium,run10,client
12499.816,5167643,5845553,-4095140,75891,599156.0,17101.0,ptp4l[12499.816]: rms 5167643 max 5845553 freq -4095140 +/- 75891 delay 599156 +/- 17101,30.058000000000902,30,15,medium,run10,client
12501.81,254925,359298,-4584147,16662,654632.0,64834.0,ptp4l[12501.810]: rms 254925 max 359298 freq -4584147 +/- 16662 delay 654632 +/- 64834,32.05199999999968,32,16,medium,run10,client
12503.831,365526,515558,-4575458,24153,585400.0,4398.0,ptp4l[12503.831]: rms 365526 max 515558 freq -4575458 +/- 24153 delay 585400 +/- 4398,34.07300000000032,34,17,medium,run10,client
12505.808,468580,521334,-4650108,5408,753883.0,44479.0,ptp4l[12505.808]: rms 468580 max 521334 freq -4650108 +/- 5408 delay 753883 +/- 44479,36.05000000000109,36,18,medium,run10,client
12507.805,544857,765284,-4569729,43141,739458.0,45876.0,ptp4l[12507.805]: rms 544857 max 765284 freq -4569729 +/- 43141 delay 739458 +/- 45876,38.04700000000048,38,19,medium,run10,client
12509.819,2569516,3629171,-4408725,172155,723416.0,42192.0,ptp4l[12509.819]: rms 2569516 max 3629171 freq -4408725 +/- 172155 delay 723416 +/- 42192,40.060999999999694,40,20,medium,run10,client
12511.822,146121,188811,-4604691,13682,729591.0,0.0,ptp4l[12511.822]: rms 146121 max 188811 freq -4604691 +/- 13682 delay 729591 +/-   0,42.064000000000306,42,21,medium,run10,client
12513.821,99633,132465,-4608589,4198,710706.0,22185.0,ptp4l[12513.821]: rms 99633 max 132465 freq -4608589 +/- 4198 delay 710706 +/- 22185,44.0630000000001,44,22,medium,run10,client
12515.829,345420,488109,-4575933,25624,710647.0,0.0,ptp4l[12515.829]: rms 345420 max 488109 freq -4575933 +/- 25624 delay 710647 +/-   0,46.07099999999991,46,23,medium,run10,client
12517.828,123685,174152,-4608827,7882,698251.0,12327.0,ptp4l[12517.828]: rms 123685 max 174152 freq -4608827 +/- 7882 delay 698251 +/- 12327,48.06999999999971,48,24,medium,run10,client
12545.849,219511,307296,-4617075,13316,716558.0,57360.0,ptp4l[12545.849]: rms 219511 max 307296 freq -4617075 +/- 13316 delay 716558 +/- 57360,76.09100000000035,76,25,medium,run10,client
12547.868,79918,103022,-4607235,2879,570626.0,47968.0,ptp4l[12547.868]: rms 79918 max 103022 freq -4607235 +/- 2879 delay 570626 +/- 47968,78.11000000000058,78,26,medium,run10,client
12549.868,817046,1154552,-4539148,55993,514490.0,88.0,ptp4l[12549.868]: rms 817046 max 1154552 freq -4539148 +/- 55993 delay 514490 +/-  88,80.11000000000058,80,27,medium,run10,client
