sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T09:55:12+00:00,1775382912.0,0.0,0,5e-09,0.005,-5.337e-06,-5.337,low,run11
1,2026-04-05T09:56:14+00:00,1775382974.0,62.0,62,4e-09,0.004,-5.337e-06,-5.337,low,run11
2,2026-04-05T09:57:15+00:00,1775383035.0,123.0,123,3e-09,0.003,-5.337e-06,-5.337,low,run11
3,2026-04-05T09:58:17+00:00,1775383097.0,185.0,185,3e-09,0.003,-5.337e-06,-5.337,low,run11
4,2026-04-05T09:59:18+00:00,1775383158.0,246.0,246,2e-09,0.002,-5.337e-06,-5.337,low,run11
5,2026-04-05T10:00:20+00:00,1775383220.0,308.0,308,1e-09,0.001,-5.337e-06,-5.337,low,run11
6,2026-04-05T10:01:21+00:00,1775383281.0,369.0,369,1.9143e-05,19.143,-0.000618773,-618.773,low,run11
7,2026-04-05T10:02:23+00:00,1775383343.0,431.0,431,-1e-09,-0.001,-0.000618773,-618.773,low,run11
8,2026-04-05T10:03:24+00:00,1775383404.0,492.0,492,-1e-09,-0.001,-0.000618773,-618.773,low,run11
9,2026-04-05T10:04:26+00:00,1775383466.0,554.0,554,-1e-09,-0.001,-0.000618773,-618.773,low,run11
