t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
9102.045,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[9102.045]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,low,run14,boundary
9102.045,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[9102.045]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,low,run14,boundary
9102.045,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[9102.045]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,low,run14,boundary
9106.084,new_foreign_master,1.0,,,eadbcb.fffe.020a06-1,ptp4l[9106.084]: port 1: new foreign master eadbcb.fffe.020a06-1,4.039000000000669,4,3,low,run14,boundary
9108.165,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[9108.165]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.1200000000008,6,4,low,run14,boundary
9108.736,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[9108.736]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.691000000000713,7,5,low,run14,boundary
9110.084,best_master,,,,eadbcb.fffe.020a06,ptp4l[9110.084]: selected best master clock eadbcb.fffe.020a06,8.03900000000067,8,6,low,run14,boundary
9110.084,ptp_timescale_mismatch,,,,,ptp4l[9110.084]: foreign master not using PTP timescale,8.03900000000067,8,7,low,run14,boundary
9110.084,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[9110.084]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,8.03900000000067,8,8,low,run14,boundary
9129.097,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[9129.097]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,27.05199999999968,27,9,low,run14,boundary
9156.116,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[9156.116]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,54.07099999999991,54,10,low,run14,boundary
9172.127,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[9172.127]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,70.08200000000033,70,11,low,run14,boundary
9276.239,state,1.0,SLAVE,UNCALIBRATED,SYNCHRONIZATION_FAULT,ptp4l[9276.239]: port 1: SLAVE to UNCALIBRATED on SYNCHRONIZATION_FAULT,174.1939999999995,174,12,low,run14,boundary
9292.262,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[9292.262]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,190.21700000000055,190,13,low,run14,boundary
