sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-06T07:17:06+00:00,1775459826.0,0.0,0,servergm,-5.1e-05,-51.0,5.6999999999999996e-05,56.99999999999999,high,run06
1,2026-04-06T07:18:07+00:00,1775459887.0,61.0,61,servergm,-1.7e-05,-17.0,3.5e-05,35.0,high,run06
2,2026-04-06T07:19:09+00:00,1775459949.0,123.0,123,servergm,-1.5940000000000001e-06,-1.594,0.00023999999999999998,239.99999999999997,high,run06
3,2026-04-06T07:20:10+00:00,1775460010.0,184.0,184,servergm,-4.2e-05,-42.0,0.000236,236.0,high,run06
4,2026-04-06T07:21:12+00:00,1775460072.0,246.0,246,servergm,-2.539e-06,-2.539,0.000198,198.0,high,run06
5,2026-04-06T07:22:13+00:00,1775460133.0,307.0,307,servergm,-2.254e-06,-2.254,0.00019999999999999998,199.99999999999997,high,run06
6,2026-04-06T07:23:15+00:00,1775460195.0,369.0,369,servergm,3.13e-07,0.313,0.000149,149.0,high,run06
7,2026-04-06T07:24:17+00:00,1775460257.0,431.0,431,servergm,-1.7400000000000002e-07,-0.17400000000000002,1.3e-05,13.0,high,run06
8,2026-04-06T07:25:18+00:00,1775460318.0,492.0,492,servergm,-3.6400000000000003e-06,-3.64,1.7e-05,17.0,high,run06
9,2026-04-06T07:26:20+00:00,1775460380.0,554.0,554,servergm,-6.4390000000000005e-06,-6.439000000000001,4.2e-05,42.0,high,run06
10,2026-04-06T07:27:21+00:00,1775460441.0,615.0,615,servergm,-3.3600000000000004e-07,-0.336,5.6999999999999996e-05,56.99999999999999,high,run06
11,2026-04-06T07:28:23+00:00,1775460503.0,677.0,677,servergm,-1.6e-05,-16.0,0.000112,112.0,high,run06
12,2026-04-06T07:29:24+00:00,1775460564.0,738.0,738,servergm,-7.500000000000001e-08,-0.07500000000000001,7.099999999999999e-05,70.99999999999999,high,run06
13,2026-04-06T07:30:26+00:00,1775460626.0,800.0,800,servergm,-7.6e-08,-0.07600000000000001,4.9e-05,49.0,high,run06
14,2026-04-06T07:31:27+00:00,1775460687.0,861.0,861,servergm,-2.04e-07,-0.204,0.000124,124.0,high,run06
15,2026-04-06T07:32:29+00:00,1775460749.0,923.0,923,servergm,-3.4e-05,-34.0,0.000111,111.0,high,run06
16,2026-04-06T07:33:30+00:00,1775460810.0,984.0,984,servergm,-3.5050000000000003e-06,-3.5050000000000003,5.9e-05,59.0,high,run06
17,2026-04-06T07:34:32+00:00,1775460872.0,1046.0,1046,servergm,-1.3600000000000001e-06,-1.36,7.599999999999999e-05,75.99999999999999,high,run06
18,2026-04-06T07:35:34+00:00,1775460934.0,1108.0,1108,servergm,-1.0310000000000002e-06,-1.0310000000000001,0.000138,138.0,high,run06
19,2026-04-06T07:36:35+00:00,1775460995.0,1169.0,1169,servergm,-3.0640000000000002e-06,-3.064,0.00013099999999999999,131.0,high,run06
