t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
5192.852,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[5192.852]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,low,run01,boundary
5192.853,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[5192.853]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0010000000002037268,0,1,low,run01,boundary
5192.853,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[5192.853]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0010000000002037268,0,2,low,run01,boundary
5196.108,new_foreign_master,1.0,,,52e72c.fffe.0d2a76-1,ptp4l[5196.108]: port 1: new foreign master 52e72c.fffe.0d2a76-1,3.256000000000313,3,3,low,run01,boundary
5198.897,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[5198.897]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.045000000000073,6,4,low,run01,boundary
5200.112,best_master,,,,52e72c.fffe.0d2a76,ptp4l[5200.112]: selected best master clock 52e72c.fffe.0d2a76,7.260000000000218,7,5,low,run01,boundary
5200.112,ptp_timescale_mismatch,,,,,ptp4l[5200.112]: foreign master not using PTP timescale,7.260000000000218,7,6,low,run01,boundary
5200.112,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[5200.112]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.260000000000218,7,7,low,run01,boundary
5200.678,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[5200.678]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,7.826000000000022,8,8,low,run01,boundary
5200.678,best_master,,,,52e72c.fffe.0d2a76,ptp4l[5200.678]: selected best master clock 52e72c.fffe.0d2a76,7.826000000000022,8,9,low,run01,boundary
5200.678,ptp_timescale_mismatch,,,,,ptp4l[5200.678]: foreign master not using PTP timescale,7.826000000000022,8,10,low,run01,boundary
5208.711,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[5208.711]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),15.859000000000378,16,11,low,run01,boundary
5219.126,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[5219.126]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,26.274000000000342,26,12,low,run01,boundary
5224.715,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[5224.715]: port 2: FAULTY to LISTENING on INIT_COMPLETE,31.863000000000284,32,13,low,run01,boundary
5230.784,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[5230.784]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,37.93199999999979,38,14,low,run01,boundary
5230.784,best_master,,,,52e72c.fffe.0d2a76,ptp4l[5230.784]: selected best master clock 52e72c.fffe.0d2a76,37.93199999999979,38,15,low,run01,boundary
5230.784,ptp_timescale_mismatch,,,,,ptp4l[5230.784]: foreign master not using PTP timescale,37.93199999999979,38,16,low,run01,boundary
