t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
15739.624,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[15739.624]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,high,run06,boundary
15739.624,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[15739.624]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,high,run06,boundary
15739.624,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[15739.624]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,high,run06,boundary
15743.581,new_foreign_master,1.0,,,bafdcf.fffe.cf0d4b-1,ptp4l[15743.581]: port 1: new foreign master bafdcf.fffe.cf0d4b-1,3.9570000000003347,4,3,high,run06,boundary
15745.651,state,1.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15745.651]: port 1: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.027000000000044,6,4,high,run06,boundary
15746.454,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15746.454]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.829999999999927,7,5,high,run06,boundary
15747.582,best_master,,,,bafdcf.fffe.cf0d4b,ptp4l[15747.582]: selected best master clock bafdcf.fffe.cf0d4b,7.958000000000538,8,6,high,run06,boundary
15747.582,ptp_timescale_mismatch,,,,,ptp4l[15747.582]: foreign master not using PTP timescale,7.958000000000538,8,7,high,run06,boundary
15747.583,state,1.0,MASTER,UNCALIBRATED,RS_SLAVE,ptp4l[15747.583]: port 1: MASTER to UNCALIBRATED on RS_SLAVE,7.959000000000742,8,8,high,run06,boundary
15748.478,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15748.478]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),8.85399999999936,9,9,high,run06,boundary
15764.481,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15764.481]: port 2: FAULTY to LISTENING on INIT_COMPLETE,24.85699999999997,25,10,high,run06,boundary
15765.596,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[15765.596]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,25.971999999999753,26,11,high,run06,boundary
15771.832,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15771.832]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,32.20800000000054,32,12,high,run06,boundary
15771.833,best_master,,,,bafdcf.fffe.cf0d4b,ptp4l[15771.833]: selected best master clock bafdcf.fffe.cf0d4b,32.20900000000074,32,13,high,run06,boundary
15771.833,ptp_timescale_mismatch,,,,,ptp4l[15771.833]: foreign master not using PTP timescale,32.20900000000074,32,14,high,run06,boundary
15773.857,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15773.857]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),34.233000000000175,34,15,high,run06,boundary
15789.858,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15789.858]: port 2: FAULTY to LISTENING on INIT_COMPLETE,50.23400000000038,50,16,high,run06,boundary
15797.272,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15797.272]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,57.64800000000105,58,17,high,run06,boundary
15797.273,best_master,,,,bafdcf.fffe.cf0d4b,ptp4l[15797.273]: selected best master clock bafdcf.fffe.cf0d4b,57.64899999999943,58,18,high,run06,boundary
15797.273,ptp_timescale_mismatch,,,,,ptp4l[15797.273]: foreign master not using PTP timescale,57.64899999999943,58,19,high,run06,boundary
15798.296,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15798.296]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),58.67200000000048,59,20,high,run06,boundary
15814.298,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15814.298]: port 2: FAULTY to LISTENING on INIT_COMPLETE,74.67400000000089,75,21,high,run06,boundary
15821.655,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15821.655]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,82.03100000000086,82,22,high,run06,boundary
15821.656,best_master,,,,bafdcf.fffe.cf0d4b,ptp4l[15821.656]: selected best master clock bafdcf.fffe.cf0d4b,82.03200000000106,82,23,high,run06,boundary
15821.656,ptp_timescale_mismatch,,,,,ptp4l[15821.656]: foreign master not using PTP timescale,82.03200000000106,82,24,high,run06,boundary
15822.679,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15822.679]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),83.05500000000029,83,25,high,run06,boundary
15838.682,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15838.682]: port 2: FAULTY to LISTENING on INIT_COMPLETE,99.0580000000009,99,26,high,run06,boundary
15845.262,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15845.262]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,105.63800000000083,106,27,high,run06,boundary
