sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T23:49:25+00:00,1775432965.0,0.0,0,servergm,-0.0,-0.0,0.00010499999999999999,104.99999999999999,medium,run02
1,2026-04-05T23:50:26+00:00,1775433026.0,61.0,61,servergm,-1.249e-06,-1.249,0.000107,107.0,medium,run02
2,2026-04-05T23:51:28+00:00,1775433088.0,123.0,123,servergm,1.01e-06,1.01,0.000157,157.0,medium,run02
3,2026-04-05T23:52:30+00:00,1775433150.0,185.0,185,servergm,-3.11e-07,-0.311,0.000186,186.0,medium,run02
4,2026-04-05T23:53:31+00:00,1775433211.0,246.0,246,servergm,-1.2420000000000001e-06,-1.2420000000000002,0.00019099999999999998,190.99999999999997,medium,run02
5,2026-04-05T23:54:33+00:00,1775433273.0,308.0,308,servergm,-5.24e-07,-0.524,0.00016999999999999999,169.99999999999997,medium,run02
6,2026-04-05T23:55:34+00:00,1775433334.0,369.0,369,servergm,-2.097e-06,-2.097,0.000136,136.0,medium,run02
7,2026-04-05T23:56:36+00:00,1775433396.0,431.0,431,servergm,-8.106e-06,-8.106,0.000153,153.0,medium,run02
8,2026-04-05T23:57:37+00:00,1775433457.0,492.0,492,servergm,1.7e-08,0.017,0.000121,121.0,medium,run02
9,2026-04-05T23:58:39+00:00,1775433519.0,554.0,554,servergm,-1.272e-06,-1.272,0.00021099999999999998,210.99999999999997,medium,run02
10,2026-04-05T23:59:40+00:00,1775433580.0,615.0,615,servergm,-6.800000000000001e-07,-0.68,0.000265,265.0,medium,run02
11,2026-04-06T00:00:42+00:00,1775433642.0,677.0,677,servergm,-2.61e-07,-0.261,0.00024599999999999996,245.99999999999997,medium,run02
12,2026-04-06T00:01:43+00:00,1775433703.0,738.0,738,servergm,-1.08e-07,-0.108,0.00026,260.0,medium,run02
13,2026-04-06T00:02:45+00:00,1775433765.0,800.0,800,servergm,-9.2e-08,-0.092,0.00022799999999999999,227.99999999999997,medium,run02
14,2026-04-06T00:03:46+00:00,1775433826.0,861.0,861,servergm,-1.67e-07,-0.167,0.00018999999999999998,189.99999999999997,medium,run02
15,2026-04-06T00:04:48+00:00,1775433888.0,923.0,923,servergm,-6.380000000000001e-07,-0.6380000000000001,0.000225,225.0,medium,run02
16,2026-04-06T00:05:49+00:00,1775433949.0,984.0,984,servergm,-4e-09,-0.004,0.000154,154.0,medium,run02
17,2026-04-06T00:06:51+00:00,1775434011.0,1046.0,1046,servergm,-3.2e-08,-0.032,0.000177,177.0,medium,run02
18,2026-04-06T00:07:52+00:00,1775434072.0,1107.0,1107,servergm,-4.9e-08,-0.049,0.00018199999999999998,181.99999999999997,medium,run02
19,2026-04-06T00:08:54+00:00,1775434134.0,1169.0,1169,servergm,-2.75e-07,-0.275,0.000208,208.0,medium,run02
