sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-05T18:22:31+00:00,1775413351.0,0.0,0,-0.000102003,-102.003,-6.2535e-05,-62.535,low,run03
1,2026-04-05T18:23:33+00:00,1775413413.0,62.0,62,-1.4077e-05,-14.077,1.4695e-05,14.695,low,run03
2,2026-04-05T18:24:34+00:00,1775413474.0,123.0,123,3.38e-07,0.33799999999999997,1.8064e-05,18.064,low,run03
3,2026-04-05T18:25:36+00:00,1775413536.0,185.0,185,4.2711e-05,42.711,2.3448e-05,23.448,low,run03
4,2026-04-05T18:26:37+00:00,1775413597.0,246.0,246,1.3745e-05,13.745,7.3e-08,0.07300000000000001,low,run03
5,2026-04-05T18:27:39+00:00,1775413659.0,308.0,308,-2.88e-07,-0.288,0.000163437,163.437,low,run03
6,2026-04-05T18:28:41+00:00,1775413721.0,370.0,370,1.6113e-05,16.113,1.9641e-05,19.641000000000002,low,run03
7,2026-04-05T18:29:42+00:00,1775413782.0,431.0,431,-5.3e-07,-0.53,0.000189174,189.17399999999998,low,run03
8,2026-04-05T18:30:44+00:00,1775413844.0,493.0,493,4.6849e-05,46.849,6.579e-05,65.79,low,run03
9,2026-04-05T18:31:45+00:00,1775413905.0,554.0,554,-4.1602e-05,-41.602,-3.3828e-05,-33.828,low,run03
10,2026-04-05T18:32:47+00:00,1775413967.0,616.0,616,-2.11e-06,-2.1100000000000003,-2.096e-06,-2.096,low,run03
11,2026-04-05T18:33:48+00:00,1775414028.0,677.0,677,1.6043e-05,16.043,1.1883e-05,11.883,low,run03
12,2026-04-05T18:34:50+00:00,1775414090.0,739.0,739,-6.654e-06,-6.654,-3.337e-06,-3.337,low,run03
13,2026-04-05T18:35:51+00:00,1775414151.0,800.0,800,9.142e-06,9.142,1.1093e-05,11.093,low,run03
14,2026-04-05T18:36:53+00:00,1775414213.0,862.0,862,-9.592e-06,-9.592,-9.69e-06,-9.690000000000001,low,run03
15,2026-04-05T18:37:54+00:00,1775414274.0,923.0,923,-8.21e-06,-8.209999999999999,-1.4298e-05,-14.298,low,run03
16,2026-04-05T18:38:56+00:00,1775414336.0,985.0,985,9e-09,0.009,-1.4298e-05,-14.298,low,run03
17,2026-04-05T18:39:57+00:00,1775414397.0,1046.0,1046,-2.4e-08,-0.024,-2.793e-06,-2.793,low,run03
18,2026-04-05T18:40:59+00:00,1775414459.0,1108.0,1108,-4.205e-06,-4.205,3.8e-08,0.038000000000000006,low,run03
19,2026-04-05T18:42:00+00:00,1775414520.0,1169.0,1169,-4.222e-06,-4.222,2.734e-06,2.734,low,run03
