sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T18:22:31+00:00,1775413351.0,0.0,0,servergm,-3.9999999999999996e-05,-40.0,0.000178,178.0,low,run03
1,2026-04-05T18:23:33+00:00,1775413413.0,62.0,62,servergm,-2.059e-06,-2.059,0.00011999999999999999,119.99999999999999,low,run03
2,2026-04-05T18:24:34+00:00,1775413474.0,123.0,123,servergm,2.26e-07,0.226,0.000169,169.0,low,run03
3,2026-04-05T18:25:36+00:00,1775413536.0,185.0,185,servergm,4.5000000000000006e-08,0.045000000000000005,0.000126,126.0,low,run03
4,2026-04-05T18:26:37+00:00,1775413597.0,246.0,246,servergm,4e-09,0.004,0.000124,124.0,low,run03
5,2026-04-05T18:27:39+00:00,1775413659.0,308.0,308,servergm,9.34e-06,9.34,0.000113,113.0,low,run03
6,2026-04-05T18:28:41+00:00,1775413721.0,370.0,370,servergm,-3.0000000000000004e-09,-0.0030000000000000005,0.000102,102.0,low,run03
7,2026-04-05T18:29:42+00:00,1775413782.0,431.0,431,servergm,4.603000000000001e-06,4.603000000000001,1.6e-05,16.0,low,run03
8,2026-04-05T18:30:44+00:00,1775413844.0,493.0,493,servergm,2e-09,0.002,3.9e-05,39.0,low,run03
9,2026-04-05T18:31:45+00:00,1775413905.0,554.0,554,servergm,-1.64e-07,-0.164,6.1e-05,61.0,low,run03
10,2026-04-05T18:32:47+00:00,1775413967.0,616.0,616,servergm,-6.866000000000001e-06,-6.8660000000000005,5.3e-05,53.0,low,run03
11,2026-04-05T18:33:48+00:00,1775414028.0,677.0,677,servergm,2.32e-07,0.232,4.4999999999999996e-05,44.99999999999999,low,run03
12,2026-04-05T18:34:50+00:00,1775414090.0,739.0,739,servergm,-1.2600000000000002e-07,-0.12600000000000003,6.7e-05,67.0,low,run03
13,2026-04-05T18:35:51+00:00,1775414151.0,800.0,800,servergm,-5e-09,-0.005,2.8e-05,28.0,low,run03
14,2026-04-05T18:36:53+00:00,1775414213.0,862.0,862,servergm,-1.33e-07,-0.133,2.9e-05,29.0,low,run03
15,2026-04-05T18:37:54+00:00,1775414274.0,923.0,923,servergm,-5.33e-07,-0.533,2.1e-05,21.0,low,run03
16,2026-04-05T18:38:56+00:00,1775414336.0,985.0,985,servergm,-6.229e-06,-6.229,2.1e-05,21.0,low,run03
17,2026-04-05T18:39:57+00:00,1775414397.0,1046.0,1046,servergm,5.3000000000000005e-08,0.053000000000000005,4.1e-05,41.0,low,run03
18,2026-04-05T18:40:59+00:00,1775414459.0,1108.0,1108,servergm,-8e-09,-0.008,6.8e-05,68.0,low,run03
19,2026-04-05T18:42:00+00:00,1775414520.0,1169.0,1169,servergm,-2e-09,-0.002,4.6e-05,46.0,low,run03
