t,offset_ns,servo_state,freq_raw,path_delay_ns,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
15451.334,-534419,0,-600000,1477529,ptp4l[15451.334]: master offset    -534419 s0 freq -600000 path delay   1477529,0.0,0,0,high,run05,boundary
15452.336,-491234,0,-600000,1413623,ptp4l[15452.336]: master offset    -491234 s0 freq -600000 path delay   1413623,1.0019999999985885,1,1,high,run05,boundary
15453.336,-1190562,0,-600000,1413623,ptp4l[15453.336]: master offset   -1190562 s0 freq -600000 path delay   1413623,2.0019999999985885,2,2,high,run05,boundary
15454.337,-298297,0,-600000,950970,ptp4l[15454.337]: master offset    -298297 s0 freq -600000 path delay    950970,3.002999999998792,3,3,high,run05,boundary
15455.337,-595698,0,-600000,950970,ptp4l[15455.337]: master offset    -595698 s0 freq -600000 path delay    950970,4.002999999998792,4,4,high,run05,boundary
15456.34,-154811,0,-600000,698877,ptp4l[15456.340]: master offset    -154811 s0 freq -600000 path delay    698877,5.005999999999403,5,5,high,run05,boundary
15457.34,-329929,0,-600000,698877,ptp4l[15457.340]: master offset    -329929 s0 freq -600000 path delay    698877,6.005999999999403,6,6,high,run05,boundary
15458.343,136853,0,-600000,624180,ptp4l[15458.343]: master offset     136853 s0 freq -600000 path delay    624180,7.0090000000000146,7,7,high,run05,boundary
15459.343,-242860,0,-600000,617989,ptp4l[15459.343]: master offset    -242860 s0 freq -600000 path delay    617989,8.009000000000015,8,8,high,run05,boundary
15460.347,359770,0,-600000,561930,ptp4l[15460.347]: master offset     359770 s0 freq -600000 path delay    561930,9.01299999999901,9,9,high,run05,boundary
15461.346,867752,0,-600000,561930,ptp4l[15461.346]: master offset     867752 s0 freq -600000 path delay    561930,10.011999999998807,10,10,high,run05,boundary
15462.348,10787,0,-600000,561930,ptp4l[15462.348]: master offset      10787 s0 freq -600000 path delay    561930,11.013999999999214,11,11,high,run05,boundary
15463.348,-121273,0,-600000,561930,ptp4l[15463.348]: master offset    -121273 s0 freq -600000 path delay    561930,12.013999999999214,12,12,high,run05,boundary
15464.351,440168,0,-600000,561930,ptp4l[15464.351]: master offset     440168 s0 freq -600000 path delay    561930,13.016999999999825,13,13,high,run05,boundary
15465.35,-285967,0,-600000,689370,ptp4l[15465.350]: master offset    -285967 s0 freq -600000 path delay    689370,14.015999999999622,14,14,high,run05,boundary
15466.353,280854,0,-600000,673682,ptp4l[15466.353]: master offset     280854 s0 freq -600000 path delay    673682,15.018999999998414,15,15,high,run05,boundary
15467.353,-372697,1,-589898,752877,ptp4l[15467.353]: master offset    -372697 s1 freq -589898 path delay    752877,16.018999999998414,16,16,high,run05,boundary
15468.356,-164822,2,-606545,752877,ptp4l[15468.356]: master offset    -164822 s2 freq -606545 path delay    752877,17.021999999999025,17,17,high,run05,boundary
15469.354,-541082,2,-644712,752877,ptp4l[15469.354]: master offset    -541082 s2 freq -644712 path delay    752877,18.019999999998618,18,18,high,run05,boundary
15470.356,100006,2,-580503,752877,ptp4l[15470.356]: master offset     100006 s2 freq -580503 path delay    752877,19.021999999999025,19,19,high,run05,boundary
15471.357,-306992,2,-621510,781058,ptp4l[15471.357]: master offset    -306992 s2 freq -621510 path delay    781058,20.02299999999923,20,20,high,run05,boundary
15472.358,-404470,2,-631662,701863,ptp4l[15472.358]: master offset    -404470 s2 freq -631662 path delay    701863,21.023999999999432,21,21,high,run05,boundary
15473.358,-346138,2,-626175,701863,ptp4l[15473.358]: master offset    -346138 s2 freq -626175 path delay    701863,22.023999999999432,22,22,high,run05,boundary
15474.362,229136,2,-568419,701863,ptp4l[15474.362]: master offset     229136 s2 freq -568419 path delay    701863,23.02799999999843,23,23,high,run05,boundary
15475.361,493607,2,-541478,701863,ptp4l[15475.361]: master offset     493607 s2 freq -541478 path delay    701863,24.027000000000044,24,24,high,run05,boundary
15476.363,494701,2,-540874,701863,ptp4l[15476.363]: master offset     494701 s2 freq -540874 path delay    701863,25.028999999998632,25,25,high,run05,boundary
15477.363,-321908,2,-622857,701863,ptp4l[15477.363]: master offset    -321908 s2 freq -622857 path delay    701863,26.028999999998632,26,26,high,run05,boundary
15478.366,-9109,2,-591586,734478,ptp4l[15478.366]: master offset      -9109 s2 freq -591586 path delay    734478,27.031999999999243,27,27,high,run05,boundary
15479.365,-455104,2,-636641,734478,ptp4l[15479.365]: master offset    -455104 s2 freq -636641 path delay    734478,28.03099999999904,28,28,high,run05,boundary
15480.366,-157525,2,-607040,677898,ptp4l[15480.366]: master offset    -157525 s2 freq -607040 path delay    677898,29.031999999999243,29,29,high,run05,boundary
15481.366,-271610,2,-618720,677898,ptp4l[15481.366]: master offset    -271610 s2 freq -618720 path delay    677898,30.031999999999243,30,30,high,run05,boundary
15482.37,684945,2,-522380,677898,ptp4l[15482.370]: master offset     684945 s2 freq -522380 path delay    677898,31.036000000000058,31,31,high,run05,boundary
15483.369,-280357,2,-619190,677898,ptp4l[15483.369]: master offset    -280357 s2 freq -619190 path delay    677898,32.034999999999854,32,32,high,run05,boundary
15484.373,219991,2,-568936,677898,ptp4l[15484.373]: master offset     219991 s2 freq -568936 path delay    677898,33.03899999999885,33,33,high,run05,boundary
15485.371,-417425,2,-633095,743944,ptp4l[15485.371]: master offset    -417425 s2 freq -633095 path delay    743944,34.03699999999844,34,34,high,run05,boundary
15486.372,-161201,2,-607633,743944,ptp4l[15486.372]: master offset    -161201 s2 freq -607633 path delay    743944,35.03799999999865,35,35,high,run05,boundary
15487.372,-474364,2,-639424,743944,ptp4l[15487.372]: master offset    -474364 s2 freq -639424 path delay    743944,36.03799999999865,36,36,high,run05,boundary
15488.375,199159,2,-571873,743944,ptp4l[15488.375]: master offset     199159 s2 freq -571873 path delay    743944,37.04099999999926,37,37,high,run05,boundary
15489.375,-261708,2,-618221,728933,ptp4l[15489.375]: master offset    -261708 s2 freq -618221 path delay    728933,38.04099999999926,38,38,high,run05,boundary
15490.376,-149054,2,-607105,731247,ptp4l[15490.376]: master offset    -149054 s2 freq -607105 path delay    731247,39.04199999999946,39,39,high,run05,boundary
15491.381,5259847,2,-60955,731247,ptp4l[15491.381]: master offset    5259847 s2 freq  -60955 path delay    731247,40.04699999999866,40,40,high,run05,boundary
15492.378,223187,2,-564398,731247,ptp4l[15492.378]: master offset     223187 s2 freq -564398 path delay    731247,41.04399999999987,41,41,high,run05,boundary
15493.377,-470686,2,-634256,746258,ptp4l[15493.377]: master offset    -470686 s2 freq -634256 path delay    746258,42.042999999999665,42,42,high,run05,boundary
15494.38,-6915,2,-587885,746258,ptp4l[15494.380]: master offset      -6915 s2 freq -587885 path delay    746258,43.04599999999846,43,43,high,run05,boundary
15495.38,-354943,2,-623043,731247,ptp4l[15495.380]: master offset    -354943 s2 freq -623043 path delay    731247,44.04599999999846,44,44,high,run05,boundary
15496.384,849634,2,-501736,706418,ptp4l[15496.384]: master offset     849634 s2 freq -501736 path delay    706418,45.04999999999927,45,45,high,run05,boundary
15497.383,-358760,2,-622934,820617,ptp4l[15497.383]: master offset    -358760 s2 freq -622934 path delay    820617,46.04899999999907,46,46,high,run05,boundary
15498.385,-596554,2,-647310,968869,ptp4l[15498.385]: master offset    -596554 s2 freq -647310 path delay    968869,47.050999999999476,47,47,high,run05,boundary
15499.385,-558479,2,-644061,968869,ptp4l[15499.385]: master offset    -558479 s2 freq -644061 path delay    968869,48.050999999999476,48,48,high,run05,boundary
15500.387,-185529,2,-606951,968869,ptp4l[15500.387]: master offset    -185529 s2 freq -606951 path delay    968869,49.052999999999884,49,49,high,run05,boundary
15501.388,-423289,2,-631151,968869,ptp4l[15501.388]: master offset    -423289 s2 freq -631151 path delay    968869,50.05400000000009,50,50,high,run05,boundary
15502.391,133618,2,-575326,968869,ptp4l[15502.391]: master offset     133618 s2 freq -575326 path delay    968869,51.05699999999888,51,51,high,run05,boundary
15503.392,115316,2,-577041,865610,ptp4l[15503.392]: master offset     115316 s2 freq -577041 path delay    865610,52.05799999999908,52,52,high,run05,boundary
15504.395,145236,2,-573904,901451,ptp4l[15504.395]: master offset     145236 s2 freq -573904 path delay    901451,53.060999999999694,53,53,high,run05,boundary
15505.395,-379568,2,-626764,901451,ptp4l[15505.395]: master offset    -379568 s2 freq -626764 path delay    901451,54.060999999999694,54,54,high,run05,boundary
15506.398,1007943,2,-487005,968869,ptp4l[15506.398]: master offset    1007943 s2 freq -487005 path delay    968869,55.06399999999849,55,55,high,run05,boundary
15507.399,-594648,2,-647859,1057374,ptp4l[15507.399]: master offset    -594648 s2 freq -647859 path delay   1057374,56.06499999999869,56,56,high,run05,boundary
15508.402,-82558,2,-596732,990980,ptp4l[15508.402]: master offset     -82558 s2 freq -596732 path delay    990980,57.0679999999993,57,57,high,run05,boundary
15509.403,-505941,2,-639577,990980,ptp4l[15509.403]: master offset    -505941 s2 freq -639577 path delay    990980,58.068999999999505,58,58,high,run05,boundary
15510.406,-228281,2,-612039,1002567,ptp4l[15510.406]: master offset    -228281 s2 freq -612039 path delay   1002567,59.072000000000116,59,59,high,run05,boundary
15511.408,-496447,2,-639352,1027355,ptp4l[15511.408]: master offset    -496447 s2 freq -639352 path delay   1027355,60.073999999998705,60,60,high,run05,boundary
15512.409,-423427,2,-632473,1027355,ptp4l[15512.409]: master offset    -423427 s2 freq -632473 path delay   1027355,61.07499999999891,61,61,high,run05,boundary
15513.412,-501731,2,-640805,1027355,ptp4l[15513.412]: master offset    -501731 s2 freq -640805 path delay   1027355,62.07799999999952,62,62,high,run05,boundary
15514.412,-646569,2,-655936,1027355,ptp4l[15514.412]: master offset    -646569 s2 freq -655936 path delay   1027355,63.07799999999952,63,63,high,run05,boundary
15515.416,1366803,2,-453232,791570,ptp4l[15515.416]: master offset    1366803 s2 freq -453232 path delay    791570,64.08199999999852,64,64,high,run05,boundary
15516.417,-30014,2,-592943,791570,ptp4l[15516.417]: master offset     -30014 s2 freq -592943 path delay    791570,65.08299999999872,65,65,high,run05,boundary
15517.419,-199594,2,-610101,791570,ptp4l[15517.419]: master offset    -199594 s2 freq -610101 path delay    791570,66.08499999999913,66,66,high,run05,boundary
15518.421,175944,2,-572371,679369,ptp4l[15518.421]: master offset     175944 s2 freq -572371 path delay    679369,67.08699999999953,67,67,high,run05,boundary
15519.422,-206223,2,-610794,679369,ptp4l[15519.422]: master offset    -206223 s2 freq -610794 path delay    679369,68.08799999999974,68,68,high,run05,boundary
15520.423,240026,2,-565929,679369,ptp4l[15520.423]: master offset     240026 s2 freq -565929 path delay    679369,69.08899999999994,69,69,high,run05,boundary
15521.427,867589,2,-502305,679369,ptp4l[15521.427]: master offset     867589 s2 freq -502305 path delay    679369,70.09299999999894,70,70,high,run05,boundary
15522.429,473115,2,-541280,816408,ptp4l[15522.429]: master offset     473115 s2 freq -541280 path delay    816408,71.09499999999935,71,71,high,run05,boundary
15523.429,-276408,2,-616508,816408,ptp4l[15523.429]: master offset    -276408 s2 freq -616508 path delay    816408,72.09499999999935,72,72,high,run05,boundary
15524.43,-75413,2,-596484,771300,ptp4l[15524.430]: master offset     -75413 s2 freq -596484 path delay    771300,73.09599999999955,73,73,high,run05,boundary
15525.431,-54047,2,-594402,815043,ptp4l[15525.431]: master offset     -54047 s2 freq -594402 path delay    815043,74.09699999999975,74,74,high,run05,boundary
15526.437,2105913,2,-376300,665316,ptp4l[15526.437]: master offset    2105913 s2 freq -376300 path delay    665316,75.10299999999916,75,75,high,run05,boundary
15527.434,122814,2,-574487,665316,ptp4l[15527.434]: master offset     122814 s2 freq -574487 path delay    665316,76.09999999999854,76,76,high,run05,boundary
15528.435,114882,2,-575165,665316,ptp4l[15528.435]: master offset     114882 s2 freq -575165 path delay    665316,77.10099999999875,77,77,high,run05,boundary
15529.435,-429681,2,-630051,665316,ptp4l[15529.435]: master offset    -429681 s2 freq -630051 path delay    665316,78.10099999999875,78,78,high,run05,boundary
15530.435,-225706,2,-609879,665316,ptp4l[15530.435]: master offset    -225706 s2 freq -609879 path delay    665316,79.10099999999875,79,79,high,run05,boundary
15531.436,43479,2,-582917,665316,ptp4l[15531.436]: master offset      43479 s2 freq -582917 path delay    665316,80.10199999999895,80,80,high,run05,boundary
15532.435,-504723,2,-638242,665316,ptp4l[15532.435]: master offset    -504723 s2 freq -638242 path delay    665316,81.10099999999875,81,81,high,run05,boundary
15533.436,-407393,2,-628917,567662,ptp4l[15533.436]: master offset    -407393 s2 freq -628917 path delay    567662,82.10199999999895,82,82,high,run05,boundary
15534.436,-401515,2,-628731,567662,ptp4l[15534.436]: master offset    -401515 s2 freq -628731 path delay    567662,83.10199999999895,83,83,high,run05,boundary
15535.436,-340686,2,-622988,567662,ptp4l[15535.436]: master offset    -340686 s2 freq -622988 path delay    567662,84.10199999999895,84,84,high,run05,boundary
15536.436,-223384,2,-611481,375229,ptp4l[15536.436]: master offset    -223384 s2 freq -611481 path delay    375229,85.10199999999895,85,85,high,run05,boundary
15537.437,116507,2,-577376,195684,ptp4l[15537.437]: master offset     116507 s2 freq -577376 path delay    195684,86.10299999999916,86,86,high,run05,boundary
15538.437,-63566,2,-595447,195684,ptp4l[15538.437]: master offset     -63566 s2 freq -595447 path delay    195684,87.10299999999916,87,87,high,run05,boundary
15539.438,-64967,2,-595652,193127,ptp4l[15539.438]: master offset     -64967 s2 freq -595652 path delay    193127,88.10399999999936,88,88,high,run05,boundary
15540.439,3138,2,-588838,174551,ptp4l[15540.439]: master offset       3138 s2 freq -588838 path delay    174551,89.10499999999956,89,89,high,run05,boundary
15541.439,-59149,2,-595126,170090,ptp4l[15541.439]: master offset     -59149 s2 freq -595126 path delay    170090,90.10499999999956,90,90,high,run05,boundary
15542.441,2525055,2,-334181,170090,ptp4l[15542.441]: master offset    2525055 s2 freq -334181 path delay    170090,91.10699999999997,91,91,high,run05,boundary
15543.439,-39338,2,-590659,170090,ptp4l[15543.439]: master offset     -39338 s2 freq -590659 path delay    170090,92.10499999999956,92,92,high,run05,boundary
15544.439,151267,2,-571447,170090,ptp4l[15544.439]: master offset     151267 s2 freq -571447 path delay    170090,93.10499999999956,93,93,high,run05,boundary
15545.441,802649,2,-505507,189001,ptp4l[15545.441]: master offset     802649 s2 freq -505507 path delay    189001,94.10699999999997,94,94,high,run05,boundary
15546.44,120558,2,-573595,257883,ptp4l[15546.440]: master offset     120558 s2 freq -573595 path delay    257883,95.10599999999977,95,95,high,run05,boundary
15547.44,-140812,2,-599873,325751,ptp4l[15547.440]: master offset    -140812 s2 freq -599873 path delay    325751,96.10599999999977,96,96,high,run05,boundary
