t,type,port,from,to,reason,raw,t_rel_s,t_bin_s,sample_idx,scenario,run_id,role
15442.611,state,1.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[15442.611]: port 1: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,0,high,run05,boundary
15442.611,state,2.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[15442.611]: port 2: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,1,high,run05,boundary
15442.611,state,0.0,INITIALIZING,LISTENING,INIT_COMPLETE,ptp4l[15442.611]: port 0: INITIALIZING to LISTENING on INIT_COMPLETE,0.0,0,2,high,run05,boundary
15445.326,new_foreign_master,1.0,,,ce28de.fffe.ca6c29-1,ptp4l[15445.326]: port 1: new foreign master ce28de.fffe.ca6c29-1,2.7149999999983265,3,3,high,run05,boundary
15449.305,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15449.305]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,6.693999999999505,7,4,high,run05,boundary
15449.331,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15449.331]: selected best master clock ce28de.fffe.ca6c29,6.719999999999345,7,5,high,run05,boundary
15449.331,ptp_timescale_mismatch,,,,,ptp4l[15449.331]: foreign master not using PTP timescale,6.719999999999345,7,6,high,run05,boundary
15449.331,state,1.0,LISTENING,UNCALIBRATED,RS_SLAVE,ptp4l[15449.331]: port 1: LISTENING to UNCALIBRATED on RS_SLAVE,6.719999999999345,7,7,high,run05,boundary
15450.331,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15450.331]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),7.719999999999345,8,8,high,run05,boundary
15466.335,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15466.335]: port 2: FAULTY to LISTENING on INIT_COMPLETE,23.72399999999834,24,9,high,run05,boundary
15468.356,state,1.0,UNCALIBRATED,SLAVE,MASTER_CLOCK_SELECTED,ptp4l[15468.356]: port 1: UNCALIBRATED to SLAVE on MASTER_CLOCK_SELECTED,25.74499999999898,26,10,high,run05,boundary
15473.372,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15473.372]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,30.760999999998603,31,11,high,run05,boundary
15473.372,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15473.372]: selected best master clock ce28de.fffe.ca6c29,30.760999999998603,31,12,high,run05,boundary
15473.373,ptp_timescale_mismatch,,,,,ptp4l[15473.373]: foreign master not using PTP timescale,30.761999999998807,31,13,high,run05,boundary
15474.401,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15474.401]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),31.789999999999054,32,14,high,run05,boundary
15490.404,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15490.404]: port 2: FAULTY to LISTENING on INIT_COMPLETE,47.792999999999665,48,15,high,run05,boundary
15497.583,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15497.583]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,54.97199999999975,55,16,high,run05,boundary
15497.584,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15497.584]: selected best master clock ce28de.fffe.ca6c29,54.972999999999956,55,17,high,run05,boundary
15497.584,ptp_timescale_mismatch,,,,,ptp4l[15497.584]: foreign master not using PTP timescale,54.972999999999956,55,18,high,run05,boundary
15498.608,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15498.608]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),55.99699999999939,56,19,high,run05,boundary
15514.61,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15514.610]: port 2: FAULTY to LISTENING on INIT_COMPLETE,71.9989999999998,72,20,high,run05,boundary
15521.247,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15521.247]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,78.6359999999986,79,21,high,run05,boundary
15521.247,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15521.247]: selected best master clock ce28de.fffe.ca6c29,78.6359999999986,79,22,high,run05,boundary
15521.247,ptp_timescale_mismatch,,,,,ptp4l[15521.247]: foreign master not using PTP timescale,78.6359999999986,79,23,high,run05,boundary
15522.273,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15522.273]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),79.66199999999844,80,24,high,run05,boundary
15538.274,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15538.274]: port 2: FAULTY to LISTENING on INIT_COMPLETE,95.66299999999865,96,25,high,run05,boundary
15546.248,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15546.248]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,103.6369999999988,104,26,high,run05,boundary
15546.248,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15546.248]: selected best master clock ce28de.fffe.ca6c29,103.6369999999988,104,27,high,run05,boundary
15546.248,ptp_timescale_mismatch,,,,,ptp4l[15546.248]: foreign master not using PTP timescale,103.6369999999988,104,28,high,run05,boundary
15547.27,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15547.270]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),104.65899999999965,105,29,high,run05,boundary
15563.271,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15563.271]: port 2: FAULTY to LISTENING on INIT_COMPLETE,120.65999999999985,121,30,high,run05,boundary
15570.774,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15570.774]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,128.16299999999865,128,31,high,run05,boundary
15570.774,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15570.774]: selected best master clock ce28de.fffe.ca6c29,128.16299999999865,128,32,high,run05,boundary
15570.774,ptp_timescale_mismatch,,,,,ptp4l[15570.774]: foreign master not using PTP timescale,128.16299999999865,128,33,high,run05,boundary
15571.797,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15571.797]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),129.1859999999997,129,34,high,run05,boundary
15587.8,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15587.800]: port 2: FAULTY to LISTENING on INIT_COMPLETE,145.1889999999985,145,35,high,run05,boundary
15595.755,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15595.755]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,153.1439999999984,153,36,high,run05,boundary
15595.755,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15595.755]: selected best master clock ce28de.fffe.ca6c29,153.1439999999984,153,37,high,run05,boundary
15595.755,ptp_timescale_mismatch,,,,,ptp4l[15595.755]: foreign master not using PTP timescale,153.1439999999984,153,38,high,run05,boundary
15596.779,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15596.779]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),154.16799999999967,154,39,high,run05,boundary
15612.781,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15612.781]: port 2: FAULTY to LISTENING on INIT_COMPLETE,170.17000000000007,170,40,high,run05,boundary
15619.354,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15619.354]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,176.74299999999857,177,41,high,run05,boundary
15619.354,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15619.354]: selected best master clock ce28de.fffe.ca6c29,176.74299999999857,177,42,high,run05,boundary
15619.354,ptp_timescale_mismatch,,,,,ptp4l[15619.354]: foreign master not using PTP timescale,176.74299999999857,177,43,high,run05,boundary
15620.378,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15620.378]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),177.76699999999983,178,44,high,run05,boundary
15636.38,state,2.0,FAULTY,LISTENING,INIT_COMPLETE,ptp4l[15636.380]: port 2: FAULTY to LISTENING on INIT_COMPLETE,193.7689999999984,194,45,high,run05,boundary
15642.817,state,2.0,LISTENING,MASTER,ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,ptp4l[15642.817]: port 2: LISTENING to MASTER on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES,200.2059999999983,200,46,high,run05,boundary
15642.817,best_master,,,,ce28de.fffe.ca6c29,ptp4l[15642.817]: selected best master clock ce28de.fffe.ca6c29,200.2059999999983,200,47,high,run05,boundary
15642.817,ptp_timescale_mismatch,,,,,ptp4l[15642.817]: foreign master not using PTP timescale,200.2059999999983,200,48,high,run05,boundary
15643.84,state,2.0,MASTER,FAULTY,FAULT_DETECTED,ptp4l[15643.840]: port 2: MASTER to FAULTY on FAULT_DETECTED (FT_UNSPECIFIED),201.22899999999936,201,49,high,run05,boundary
