sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,system_time_s,system_time_us,last_offset_s,last_offset_us,scenario,run_id
0,2026-04-06T09:39:55+00:00,1775468395.0,0.0,0,4.53e-07,0.453,-0.000166215,-166.215,high,run12
1,2026-04-06T09:40:56+00:00,1775468456.0,61.0,61,-2.2239e-05,-22.238999999999997,-3.683e-06,-3.6830000000000003,high,run12
2,2026-04-06T09:41:58+00:00,1775468518.0,123.0,123,-0.000160159,-160.159,-0.000218591,-218.591,high,run12
3,2026-04-06T09:43:00+00:00,1775468580.0,185.0,185,-0.000129315,-129.315,-0.000158008,-158.008,high,run12
4,2026-04-06T09:44:01+00:00,1775468641.0,246.0,246,-0.000199458,-199.458,-0.000372428,-372.428,high,run12
5,2026-04-06T09:45:03+00:00,1775468703.0,308.0,308,-4.1015e-05,-41.015,-3.7143e-05,-37.143,high,run12
6,2026-04-06T09:46:05+00:00,1775468765.0,370.0,370,-3.4973e-05,-34.973,-9.573e-06,-9.573,high,run12
7,2026-04-06T09:47:06+00:00,1775468826.0,431.0,431,-5.8355e-05,-58.355,-9.0465e-05,-90.46499999999999,high,run12
8,2026-04-06T09:48:08+00:00,1775468888.0,493.0,493,2.31e-07,0.23099999999999998,-7.1141e-05,-71.141,high,run12
9,2026-04-06T09:49:10+00:00,1775468950.0,555.0,555,-0.000118143,-118.143,-0.000129833,-129.833,high,run12
10,2026-04-06T09:50:11+00:00,1775469011.0,616.0,616,-7.0019e-05,-70.01899999999999,-0.000107863,-107.863,high,run12
11,2026-04-06T09:51:13+00:00,1775469073.0,678.0,678,-0.00010952,-109.52,-0.000292683,-292.683,high,run12
12,2026-04-06T09:52:15+00:00,1775469135.0,740.0,740,-3.7461e-05,-37.461,-0.000101757,-101.75699999999999,high,run12
13,2026-04-06T09:53:16+00:00,1775469196.0,801.0,801,-4.6922e-05,-46.922000000000004,-0.000107576,-107.57600000000001,high,run12
14,2026-04-06T09:54:18+00:00,1775469258.0,863.0,863,-6.2795e-05,-62.794999999999995,-0.000181875,-181.875,high,run12
15,2026-04-06T09:55:20+00:00,1775469320.0,925.0,925,-2.1763e-05,-21.763,-6.1628e-05,-61.628,high,run12
16,2026-04-06T09:56:21+00:00,1775469381.0,986.0,986,-8.116e-06,-8.116,-5.0606e-05,-50.606,high,run12
17,2026-04-06T09:57:23+00:00,1775469443.0,1048.0,1048,-3.3146e-05,-33.146,-5.1891e-05,-51.891,high,run12
18,2026-04-06T09:58:25+00:00,1775469505.0,1110.0,1110,1.3039e-05,13.039,9.964e-06,9.964,high,run12
19,2026-04-06T09:59:26+00:00,1775469566.0,1171.0,1171,1.947e-06,1.947,8.292e-06,8.292,high,run12
