sample_idx,iso_ts,t_s,t_rel_s,t_bin_s,source,offset_s,offset_us,stddev_s,stddev_us,scenario,run_id
0,2026-04-05T08:36:30+00:00,1775378190.0,0.0,0,servergm,-8.580000000000001e-07,-0.8580000000000001,0.000165,165.0,low,run05
1,2026-04-05T08:37:31+00:00,1775378251.0,61.0,61,servergm,-7.349e-06,-7.349,0.00017099999999999998,170.99999999999997,low,run05
2,2026-04-05T08:38:33+00:00,1775378313.0,123.0,123,servergm,-1.7e-05,-17.0,0.00017099999999999998,170.99999999999997,low,run05
3,2026-04-05T08:39:34+00:00,1775378374.0,184.0,184,servergm,-2.7e-05,-27.0,0.00017099999999999998,170.99999999999997,low,run05
4,2026-04-05T08:40:36+00:00,1775378436.0,246.0,246,servergm,6.237000000000001e-06,6.237000000000001,0.000186,186.0,low,run05
5,2026-04-05T08:41:37+00:00,1775378497.0,307.0,307,servergm,1.367e-06,1.367,0.000185,185.0,low,run05
6,2026-04-05T08:42:39+00:00,1775378559.0,369.0,369,servergm,3.923e-06,3.9230000000000005,0.000185,185.0,low,run05
7,2026-04-05T08:43:40+00:00,1775378620.0,430.0,430,servergm,6.480000000000001e-06,6.48,0.000185,185.0,low,run05
8,2026-04-05T08:44:42+00:00,1775378682.0,492.0,492,servergm,9.037e-06,9.037,0.000185,185.0,low,run05
9,2026-04-05T08:45:43+00:00,1775378743.0,553.0,553,servergm,1.2e-05,12.0,0.000185,185.0,low,run05
